hhid,indid,APER,gender,age,educ,vehicles,income,school,employment
288620013,28862001301,2,0,10,11,2,37000,1,1
288620014,28862001401,2,0,10,11,2,37000,1,1
288620000,28862000002,2,0,12,11,2,33400,1,1
288620001,28862000102,2,0,12,11,2,33400,1,1
288620002,28862000202,2,0,12,11,2,33400,1,1
288620003,28862000302,2,0,12,11,2,33400,1,1
288620004,28862000402,2,0,12,11,2,33400,1,1
288620005,28862000502,2,0,12,11,2,33400,1,1
288620006,28862000602,2,0,12,11,2,33400,1,1
288620007,28862000702,2,0,12,11,2,33400,1,1
288620008,28862000802,2,0,12,11,2,33400,1,1
288620009,28862000902,2,0,12,11,2,33400,1,1
288620010,28862001002,2,0,12,11,2,33400,1,1
288620011,28862001102,2,0,12,11,2,33400,1,1
288620012,28862001202,2,0,12,11,2,33400,1,1
288620013,28862001302,2,0,12,11,2,33400,1,1
288620014,28862001402,2,0,12,11,2,33400,1,1
288920000,28892000001,1,1,2,2,0,0,2,0
288920001,28892000101,1,1,2,2,0,0,2,0
288920002,28892000201,1,1,2,2,0,0,2,0
288920003,28892000301,1,1,2,2,0,0,2,0
288920004,28892000401,1,1,2,2,0,0,2,0
288920005,28892000501,1,1,2,2,0,0,2,0
288920006,28892000601,1,1,2,2,0,0,2,0
288920007,28892000701,1,1,2,2,0,0,2,0
288920008,28892000801,1,1,2,2,0,0,2,0
288930000,28893000001,1,1,12,11,1,21100,1,1
288960000,28896000004,4,1,1,1,2,0,2,0
288960000,28896000003,4,1,2,2,2,0,2,0
288960000,28896000001,4,1,10,6,2,60000,1,1
288960000,28896000002,4,0,11,6,2,52000,1,1
289110000,28911000001,1,0,19,5,1,0,1,3
289220000,28922000001,1,0,10,6,1,80000,1,1
289220001,28922000101,1,0,10,6,1,80000,1,1
289230000,28923000002,2,0,9,11,2,42000,1,1
289230001,28923000102,2,0,9,11,2,42000,1,1
289230002,28923000202,2,0,9,11,2,42000,1,1
289230003,28923000302,2,0,9,11,2,42000,1,1
289230004,28923000402,2,0,9,11,2,42000,1,1
289230005,28923000502,2,0,9,11,2,42000,1,1
289230000,28923000001,2,0,9,11,2,90000,1,1
289230001,28923000101,2,0,9,11,2,90000,1,1
289230002,28923000201,2,0,9,11,2,90000,1,1
289230003,28923000301,2,0,9,11,2,90000,1,1
289230004,28923000401,2,0,9,11,2,90000,1,1
289230005,28923000501,2,0,9,11,2,90000,1,1
289250000,28925000001,1,1,20,7,2,0,1,3
289570000,28957000001,3,0,13,6,3,78000,1,1
289570001,28957000101,3,0,13,6,3,78000,1,1
289570002,28957000201,3,0,13,6,3,78000,1,1
289570003,28957000301,3,0,13,6,3,78000,1,1
289570004,28957000401,3,0,13,6,3,78000,1,1
289570005,28957000501,3,0,13,6,3,78000,1,1
289570000,28957000002,3,1,13,6,3,45000,1,1
289570001,28957000102,3,1,13,6,3,45000,1,1
289570002,28957000202,3,1,13,6,3,45000,1,1
289570003,28957000302,3,1,13,6,3,45000,1,1
289570004,28957000402,3,1,13,6,3,45000,1,1
289570005,28957000502,3,1,13,6,3,45000,1,1
289570000,28957000003,3,0,8,6,3,8000,1,1
289570001,28957000103,3,0,8,6,3,8000,1,1
289570002,28957000203,3,0,8,6,3,8000,1,1
289570003,28957000303,3,0,8,6,3,8000,1,1
289570004,28957000403,3,0,8,6,3,8000,1,1
289570005,28957000503,3,0,8,6,3,8000,1,1
289600000,28960000001,2,0,19,8,0,0,1,3
289600000,28960000002,2,0,7,6,0,0,1,2
289620000,28962000001,1,1,18,5,0,60000,1,1
289900000,28990000001,2,1,15,11,3,32500,1,3
289900001,28990000101,2,1,15,11,3,32500,1,3
289900002,28990000201,2,1,15,11,3,32500,1,3
289900003,28990000301,2,1,15,11,3,32500,1,3
289900004,28990000401,2,1,15,11,3,32500,1,3
289900005,28990000501,2,1,15,11,3,32500,1,3
289900006,28990000601,2,1,15,11,3,32500,1,3
289900007,28990000701,2,1,15,11,3,32500,1,3
289900008,28990000801,2,1,15,11,3,32500,1,3
289900000,28990000002,2,0,16,11,3,506000,1,1
289900001,28990000102,2,0,16,11,3,506000,1,1
289900002,28990000202,2,0,16,11,3,506000,1,1
289900003,28990000302,2,0,16,11,3,506000,1,1
289900004,28990000402,2,0,16,11,3,506000,1,1
289900005,28990000502,2,0,16,11,3,506000,1,1
289900006,28990000602,2,0,16,11,3,506000,1,1
289900007,28990000702,2,0,16,11,3,506000,1,1
289900008,28990000802,2,0,16,11,3,506000,1,1
289920000,28992000001,2,0,14,11,3,200000,1,1
289920001,28992000101,2,0,14,11,3,200000,1,1
289920002,28992000201,2,0,14,11,3,200000,1,1
289920000,28992000002,2,1,13,11,3,100000,1,1
289920001,28992000102,2,1,13,11,3,100000,1,1
289920002,28992000202,2,1,13,11,3,100000,1,1
289980000,28998000003,3,1,10,6,4,29000,1,1
289980001,28998000103,3,1,10,6,4,29000,1,1
289980002,28998000203,3,1,10,6,4,29000,1,1
289980003,28998000303,3,1,10,6,4,29000,1,1
289980004,28998000403,3,1,10,6,4,29000,1,1
289980005,28998000503,3,1,10,6,4,29000,1,1
289980006,28998000603,3,1,10,6,4,29000,1,1
289980007,28998000703,3,1,10,6,4,29000,1,1
289980008,28998000803,3,1,10,6,4,29000,1,1
289980009,28998000903,3,1,10,6,4,29000,1,1
289980010,28998001003,3,1,10,6,4,29000,1,1
289980011,28998001103,3,1,10,6,4,29000,1,1
289980012,28998001203,3,1,10,6,4,29000,1,1
289980013,28998001303,3,1,10,6,4,29000,1,1
289980014,28998001403,3,1,10,6,4,29000,1,1
289980015,28998001503,3,1,10,6,4,29000,1,1
289980016,28998001603,3,1,10,6,4,29000,1,1
289980017,28998001703,3,1,10,6,4,29000,1,1
289980018,28998001803,3,1,10,6,4,29000,1,1
289980019,28998001903,3,1,10,6,4,29000,1,1
289980020,28998002003,3,1,10,6,4,29000,1,1
289980021,28998002103,3,1,10,6,4,29000,1,1
289980022,28998002203,3,1,10,6,4,29000,1,1
289980023,28998002303,3,1,10,6,4,29000,1,1
289980024,28998002403,3,1,10,6,4,29000,1,1
289980025,28998002503,3,1,10,6,4,29000,1,1
289980026,28998002603,3,1,10,6,4,29000,1,1
289980027,28998002703,3,1,10,6,4,29000,1,1
289980028,28998002803,3,1,10,6,4,29000,1,1
289980029,28998002903,3,1,10,6,4,29000,1,1
289980030,28998003003,3,1,10,6,4,29000,1,1
289980031,28998003103,3,1,10,6,4,29000,1,1
289980032,28998003203,3,1,10,6,4,29000,1,1
289980033,28998003303,3,1,10,6,4,29000,1,1
289980034,28998003403,3,1,10,6,4,29000,1,1
289980035,28998003503,3,1,10,6,4,29000,1,1
289980036,28998003603,3,1,10,6,4,29000,1,1
289980037,28998003703,3,1,10,6,4,29000,1,1
289980038,28998003803,3,1,10,6,4,29000,1,1
289980039,28998003903,3,1,10,6,4,29000,1,1
289980040,28998004003,3,1,10,6,4,29000,1,1
289980041,28998004103,3,1,10,6,4,29000,1,1
289980000,28998000002,3,1,14,6,4,0,1,3
289980001,28998000102,3,1,14,6,4,0,1,3
289980002,28998000202,3,1,14,6,4,0,1,3
289980003,28998000302,3,1,14,6,4,0,1,3
289980004,28998000402,3,1,14,6,4,0,1,3
289980005,28998000502,3,1,14,6,4,0,1,3
289980006,28998000602,3,1,14,6,4,0,1,3
289980007,28998000702,3,1,14,6,4,0,1,3
289980008,28998000802,3,1,14,6,4,0,1,3
289980009,28998000902,3,1,14,6,4,0,1,3
289980010,28998001002,3,1,14,6,4,0,1,3
289980011,28998001102,3,1,14,6,4,0,1,3
289980012,28998001202,3,1,14,6,4,0,1,3
289980013,28998001302,3,1,14,6,4,0,1,3
289980014,28998001402,3,1,14,6,4,0,1,3
289980015,28998001502,3,1,14,6,4,0,1,3
289980016,28998001602,3,1,14,6,4,0,1,3
289980017,28998001702,3,1,14,6,4,0,1,3
289980018,28998001802,3,1,14,6,4,0,1,3
289980019,28998001902,3,1,14,6,4,0,1,3
289980020,28998002002,3,1,14,6,4,0,1,3
289980021,28998002102,3,1,14,6,4,0,1,3
289980022,28998002202,3,1,14,6,4,0,1,3
289980023,28998002302,3,1,14,6,4,0,1,3
289980024,28998002402,3,1,14,6,4,0,1,3
289980025,28998002502,3,1,14,6,4,0,1,3
289980026,28998002602,3,1,14,6,4,0,1,3
289980027,28998002702,3,1,14,6,4,0,1,3
289980028,28998002802,3,1,14,6,4,0,1,3
289980029,28998002902,3,1,14,6,4,0,1,3
289980030,28998003002,3,1,14,6,4,0,1,3
289980031,28998003102,3,1,14,6,4,0,1,3
289980032,28998003202,3,1,14,6,4,0,1,3
289980033,28998003302,3,1,14,6,4,0,1,3
289980034,28998003402,3,1,14,6,4,0,1,3
289980035,28998003502,3,1,14,6,4,0,1,3
289980036,28998003602,3,1,14,6,4,0,1,3
289980037,28998003702,3,1,14,6,4,0,1,3
289980038,28998003802,3,1,14,6,4,0,1,3
289980039,28998003902,3,1,14,6,4,0,1,3
289980040,28998004002,3,1,14,6,4,0,1,3
289980041,28998004102,3,1,14,6,4,0,1,3
289980000,28998000001,3,0,14,6,4,440000,1,1
289980001,28998000101,3,0,14,6,4,440000,1,1
289980002,28998000201,3,0,14,6,4,440000,1,1
289980003,28998000301,3,0,14,6,4,440000,1,1
289980004,28998000401,3,0,14,6,4,440000,1,1
289980005,28998000501,3,0,14,6,4,440000,1,1
289980006,28998000601,3,0,14,6,4,440000,1,1
289980007,28998000701,3,0,14,6,4,440000,1,1
289980008,28998000801,3,0,14,6,4,440000,1,1
289980009,28998000901,3,0,14,6,4,440000,1,1
289980010,28998001001,3,0,14,6,4,440000,1,1
289980011,28998001101,3,0,14,6,4,440000,1,1
289980012,28998001201,3,0,14,6,4,440000,1,1
289980013,28998001301,3,0,14,6,4,440000,1,1
289980014,28998001401,3,0,14,6,4,440000,1,1
289980015,28998001501,3,0,14,6,4,440000,1,1
289980016,28998001601,3,0,14,6,4,440000,1,1
289980017,28998001701,3,0,14,6,4,440000,1,1
289980018,28998001801,3,0,14,6,4,440000,1,1
289980019,28998001901,3,0,14,6,4,440000,1,1
289980020,28998002001,3,0,14,6,4,440000,1,1
289980021,28998002101,3,0,14,6,4,440000,1,1
289980022,28998002201,3,0,14,6,4,440000,1,1
289980023,28998002301,3,0,14,6,4,440000,1,1
289980024,28998002401,3,0,14,6,4,440000,1,1
289980025,28998002501,3,0,14,6,4,440000,1,1
289980026,28998002601,3,0,14,6,4,440000,1,1
289980027,28998002701,3,0,14,6,4,440000,1,1
289980028,28998002801,3,0,14,6,4,440000,1,1
289980029,28998002901,3,0,14,6,4,440000,1,1
289980030,28998003001,3,0,14,6,4,440000,1,1
289980031,28998003101,3,0,14,6,4,440000,1,1
289980032,28998003201,3,0,14,6,4,440000,1,1
289980033,28998003301,3,0,14,6,4,440000,1,1
289980034,28998003401,3,0,14,6,4,440000,1,1
289980035,28998003501,3,0,14,6,4,440000,1,1
289980036,28998003601,3,0,14,6,4,440000,1,1
289980037,28998003701,3,0,14,6,4,440000,1,1
289980038,28998003801,3,0,14,6,4,440000,1,1
289980039,28998003901,3,0,14,6,4,440000,1,1
289980040,28998004001,3,0,14,6,4,440000,1,1
289980041,28998004101,3,0,14,6,4,440000,1,1
290010000,29001000001,3,1,11,6,1,47000,1,1
290010000,29001000002,3,0,11,8,1,46000,1,1
290010000,29001000003,3,0,2,2,1,0,2,0
290110000,29011000002,2,0,19,6,1,35000,1,1
290110000,29011000001,2,1,12,11,1,33000,1,1
290360000,29036000001,2,0,18,10,4,4500,1,3
290360001,29036000101,2,0,18,10,4,4500,1,3
290360002,29036000201,2,0,18,10,4,4500,1,3
290360003,29036000301,2,0,18,10,4,4500,1,3
290360004,29036000401,2,0,18,10,4,4500,1,3
290360005,29036000501,2,0,18,10,4,4500,1,3
290360000,29036000002,2,1,16,10,4,82000,1,1
290360001,29036000102,2,1,16,10,4,82000,1,1
290360002,29036000202,2,1,16,10,4,82000,1,1
290360003,29036000302,2,1,16,10,4,82000,1,1
290360004,29036000402,2,1,16,10,4,82000,1,1
290360005,29036000502,2,1,16,10,4,82000,1,1
290550000,29055000001,2,1,13,11,2,63200,1,1
290550001,29055000101,2,1,13,11,2,63200,1,1
290550002,29055000201,2,1,13,11,2,63200,1,1
290550000,29055000002,2,1,15,11,2,120000,1,1
290550001,29055000102,2,1,15,11,2,120000,1,1
290550002,29055000202,2,1,15,11,2,120000,1,1
290570000,29057000001,3,0,16,6,3,32000,1,1
290570001,29057000101,3,0,16,6,3,32000,1,1
290570002,29057000201,3,0,16,6,3,32000,1,1
290570000,29057000002,3,1,16,6,3,45000,1,1
290570001,29057000102,3,1,16,6,3,45000,1,1
290570002,29057000202,3,1,16,6,3,45000,1,1
290570000,29057000003,3,0,7,6,3,14000,2,1
290570001,29057000103,3,0,7,6,3,14000,2,1
290570002,29057000203,3,0,7,6,3,14000,2,1
290600000,29060000001,1,0,13,8,1,29000,1,1
290820000,29082000001,1,1,20,6,0,0,1,3
290830000,29083000001,2,0,8,10,2,80000,1,1
290830001,29083000101,2,0,8,10,2,80000,1,1
290830002,29083000201,2,0,8,10,2,80000,1,1
290830000,29083000002,2,1,8,10,2,30000,1,1
290830001,29083000102,2,1,8,10,2,30000,1,1
290830002,29083000202,2,1,8,10,2,30000,1,1
290990000,29099000001,3,1,13,6,3,50000,1,1
290990001,29099000101,3,1,13,6,3,50000,1,1
290990002,29099000201,3,1,13,6,3,50000,1,1
290990003,29099000301,3,1,13,6,3,50000,1,1
290990004,29099000401,3,1,13,6,3,50000,1,1
290990005,29099000501,3,1,13,6,3,50000,1,1
290990006,29099000601,3,1,13,6,3,50000,1,1
290990007,29099000701,3,1,13,6,3,50000,1,1
290990000,29099000002,3,1,5,6,3,30000,2,1
290990001,29099000102,3,1,5,6,3,30000,2,1
290990002,29099000202,3,1,5,6,3,30000,2,1
290990003,29099000302,3,1,5,6,3,30000,2,1
290990004,29099000402,3,1,5,6,3,30000,2,1
290990005,29099000502,3,1,5,6,3,30000,2,1
290990006,29099000602,3,1,5,6,3,30000,2,1
290990007,29099000702,3,1,5,6,3,30000,2,1
290990000,29099000003,3,1,13,6,3,20000,1,1
290990001,29099000103,3,1,13,6,3,20000,1,1
290990002,29099000203,3,1,13,6,3,20000,1,1
290990003,29099000303,3,1,13,6,3,20000,1,1
290990004,29099000403,3,1,13,6,3,20000,1,1
290990005,29099000503,3,1,13,6,3,20000,1,1
290990006,29099000603,3,1,13,6,3,20000,1,1
290990007,29099000703,3,1,13,6,3,20000,1,1
291020000,29102000001,1,0,7,10,2,30000,1,1
291020001,29102000101,1,0,7,10,2,30000,1,1
291020002,29102000201,1,0,7,10,2,30000,1,1
291020003,29102000301,1,0,7,10,2,30000,1,1
291020004,29102000401,1,0,7,10,2,30000,1,1
291020005,29102000501,1,0,7,10,2,30000,1,1
291020006,29102000601,1,0,7,10,2,30000,1,1
291020007,29102000701,1,0,7,10,2,30000,1,1
291330000,29133000001,2,1,19,11,3,0,1,3
291330000,29133000002,2,0,19,11,3,0,1,3
291350000,29135000001,1,0,13,7,0,30000,1,1
291380000,29138000001,1,0,12,11,1,180000,1,1
291390000,29139000002,3,1,15,6,4,40000,1,1
291390001,29139000102,3,1,15,6,4,40000,1,1
291390002,29139000202,3,1,15,6,4,40000,1,1
291390003,29139000302,3,1,15,6,4,40000,1,1
291390004,29139000402,3,1,15,6,4,40000,1,1
291390005,29139000502,3,1,15,6,4,40000,1,1
291390006,29139000602,3,1,15,6,4,40000,1,1
291390007,29139000702,3,1,15,6,4,40000,1,1
291390008,29139000802,3,1,15,6,4,40000,1,1
291390009,29139000902,3,1,15,6,4,40000,1,1
291390010,29139001002,3,1,15,6,4,40000,1,1
291390000,29139000001,3,1,21,6,4,0,1,3
291390001,29139000101,3,1,21,6,4,0,1,3
291390002,29139000201,3,1,21,6,4,0,1,3
291390003,29139000301,3,1,21,6,4,0,1,3
291390004,29139000401,3,1,21,6,4,0,1,3
291390005,29139000501,3,1,21,6,4,0,1,3
291390006,29139000601,3,1,21,6,4,0,1,3
291390007,29139000701,3,1,21,6,4,0,1,3
291390008,29139000801,3,1,21,6,4,0,1,3
291390009,29139000901,3,1,21,6,4,0,1,3
291390010,29139001001,3,1,21,6,4,0,1,3
291390000,29139000003,3,0,14,6,4,21000,1,1
291390001,29139000103,3,0,14,6,4,21000,1,1
291390002,29139000203,3,0,14,6,4,21000,1,1
291390003,29139000303,3,0,14,6,4,21000,1,1
291390004,29139000403,3,0,14,6,4,21000,1,1
291390005,29139000503,3,0,14,6,4,21000,1,1
291390006,29139000603,3,0,14,6,4,21000,1,1
291390007,29139000703,3,0,14,6,4,21000,1,1
291390008,29139000803,3,0,14,6,4,21000,1,1
291390009,29139000903,3,0,14,6,4,21000,1,1
291390010,29139001003,3,0,14,6,4,21000,1,1
291450000,29145000001,2,1,14,6,3,13000,1,1
291450001,29145000101,2,1,14,6,3,13000,1,1
291450000,29145000002,2,0,14,6,3,0,1,3
291450001,29145000102,2,0,14,6,3,0,1,3
291550000,29155000002,2,0,13,6,3,78000,1,1
291550001,29155000102,2,0,13,6,3,78000,1,1
291550002,29155000202,2,0,13,6,3,78000,1,1
291550003,29155000302,2,0,13,6,3,78000,1,1
291550004,29155000402,2,0,13,6,3,78000,1,1
291550005,29155000502,2,0,13,6,3,78000,1,1
291550000,29155000001,2,1,12,6,3,38000,1,1
291550001,29155000101,2,1,12,6,3,38000,1,1
291550002,29155000201,2,1,12,6,3,38000,1,1
291550003,29155000301,2,1,12,6,3,38000,1,1
291550004,29155000401,2,1,12,6,3,38000,1,1
291550005,29155000501,2,1,12,6,3,38000,1,1
291650000,29165000001,1,1,14,7,1,5000,1,3
291730000,29173000001,3,1,8,10,3,67000,1,1
291730001,29173000101,3,1,8,10,3,67000,1,1
291730002,29173000201,3,1,8,10,3,67000,1,1
291730003,29173000301,3,1,8,10,3,67000,1,1
291730004,29173000401,3,1,8,10,3,67000,1,1
291730005,29173000501,3,1,8,10,3,67000,1,1
291730006,29173000601,3,1,8,10,3,67000,1,1
291730007,29173000701,3,1,8,10,3,67000,1,1
291730000,29173000002,3,1,8,10,3,40000,1,1
291730001,29173000102,3,1,8,10,3,40000,1,1
291730002,29173000202,3,1,8,10,3,40000,1,1
291730003,29173000302,3,1,8,10,3,40000,1,1
291730004,29173000402,3,1,8,10,3,40000,1,1
291730005,29173000502,3,1,8,10,3,40000,1,1
291730006,29173000602,3,1,8,10,3,40000,1,1
291730007,29173000702,3,1,8,10,3,40000,1,1
291730000,29173000003,3,1,8,10,3,50000,1,1
291730001,29173000103,3,1,8,10,3,50000,1,1
291730002,29173000203,3,1,8,10,3,50000,1,1
291730003,29173000303,3,1,8,10,3,50000,1,1
291730004,29173000403,3,1,8,10,3,50000,1,1
291730005,29173000503,3,1,8,10,3,50000,1,1
291730006,29173000603,3,1,8,10,3,50000,1,1
291730007,29173000703,3,1,8,10,3,50000,1,1
291760000,29176000001,1,0,14,11,2,0,1,2
291760001,29176000101,1,0,14,11,2,0,1,2
291790000,29179000001,1,1,4,6,0,0,2,3
291960000,29196000001,1,0,10,10,1,120000,1,1
291960001,29196000101,1,0,10,10,1,120000,1,1
292010000,29201000001,3,1,21,6,2,0,1,3
292010000,29201000002,3,0,14,6,2,45000,1,1
292010000,29201000003,3,0,2,2,2,0,2,0
292160000,29216000003,3,1,8,11,3,20000,2,3
292160001,29216000103,3,1,8,11,3,20000,2,3
292160002,29216000203,3,1,8,11,3,20000,2,3
292160003,29216000303,3,1,8,11,3,20000,2,3
292160004,29216000403,3,1,8,11,3,20000,2,3
292160005,29216000503,3,1,8,11,3,20000,2,3
292160006,29216000603,3,1,8,11,3,20000,2,3
292160007,29216000703,3,1,8,11,3,20000,2,3
292160008,29216000803,3,1,8,11,3,20000,2,3
292160009,29216000903,3,1,8,11,3,20000,2,3
292160010,29216001003,3,1,8,11,3,20000,2,3
292160011,29216001103,3,1,8,11,3,20000,2,3
292160012,29216001203,3,1,8,11,3,20000,2,3
292160013,29216001303,3,1,8,11,3,20000,2,3
292160000,29216000001,3,0,16,11,3,105000,1,1
292160001,29216000101,3,0,16,11,3,105000,1,1
292160002,29216000201,3,0,16,11,3,105000,1,1
292160003,29216000301,3,0,16,11,3,105000,1,1
292160004,29216000401,3,0,16,11,3,105000,1,1
292160005,29216000501,3,0,16,11,3,105000,1,1
292160006,29216000601,3,0,16,11,3,105000,1,1
292160007,29216000701,3,0,16,11,3,105000,1,1
292160008,29216000801,3,0,16,11,3,105000,1,1
292160009,29216000901,3,0,16,11,3,105000,1,1
292160010,29216001001,3,0,16,11,3,105000,1,1
292160011,29216001101,3,0,16,11,3,105000,1,1
292160012,29216001201,3,0,16,11,3,105000,1,1
292160013,29216001301,3,0,16,11,3,105000,1,1
292160000,29216000002,3,0,8,11,3,30000,1,1
292160001,29216000102,3,0,8,11,3,30000,1,1
292160002,29216000202,3,0,8,11,3,30000,1,1
292160003,29216000302,3,0,8,11,3,30000,1,1
292160004,29216000402,3,0,8,11,3,30000,1,1
292160005,29216000502,3,0,8,11,3,30000,1,1
292160006,29216000602,3,0,8,11,3,30000,1,1
292160007,29216000702,3,0,8,11,3,30000,1,1
292160008,29216000802,3,0,8,11,3,30000,1,1
292160009,29216000902,3,0,8,11,3,30000,1,1
292160010,29216001002,3,0,8,11,3,30000,1,1
292160011,29216001102,3,0,8,11,3,30000,1,1
292160012,29216001202,3,0,8,11,3,30000,1,1
292160013,29216001302,3,0,8,11,3,30000,1,1
292300000,29230000003,4,0,7,6,4,18000,1,1
292300001,29230000103,4,0,7,6,4,18000,1,1
292300002,29230000203,4,0,7,6,4,18000,1,1
292300003,29230000303,4,0,7,6,4,18000,1,1
292300004,29230000403,4,0,7,6,4,18000,1,1
292300005,29230000503,4,0,7,6,4,18000,1,1
292300006,29230000603,4,0,7,6,4,18000,1,1
292300007,29230000703,4,0,7,6,4,18000,1,1
292300008,29230000803,4,0,7,6,4,18000,1,1
292300009,29230000903,4,0,7,6,4,18000,1,1
292300010,29230001003,4,0,7,6,4,18000,1,1
292300011,29230001103,4,0,7,6,4,18000,1,1
292300012,29230001203,4,0,7,6,4,18000,1,1
292300013,29230001303,4,0,7,6,4,18000,1,1
292300014,29230001403,4,0,7,6,4,18000,1,1
292300015,29230001503,4,0,7,6,4,18000,1,1
292300016,29230001603,4,0,7,6,4,18000,1,1
292300017,29230001703,4,0,7,6,4,18000,1,1
292300018,29230001803,4,0,7,6,4,18000,1,1
292300019,29230001903,4,0,7,6,4,18000,1,1
292300020,29230002003,4,0,7,6,4,18000,1,1
292300021,29230002103,4,0,7,6,4,18000,1,1
292300022,29230002203,4,0,7,6,4,18000,1,1
292300023,29230002303,4,0,7,6,4,18000,1,1
292300024,29230002403,4,0,7,6,4,18000,1,1
292300025,29230002503,4,0,7,6,4,18000,1,1
292300026,29230002603,4,0,7,6,4,18000,1,1
292300027,29230002703,4,0,7,6,4,18000,1,1
292300028,29230002803,4,0,7,6,4,18000,1,1
292300029,29230002903,4,0,7,6,4,18000,1,1
292300030,29230003003,4,0,7,6,4,18000,1,1
292300031,29230003103,4,0,7,6,4,18000,1,1
292300032,29230003203,4,0,7,6,4,18000,1,1
292300033,29230003303,4,0,7,6,4,18000,1,1
292300034,29230003403,4,0,7,6,4,18000,1,1
292300035,29230003503,4,0,7,6,4,18000,1,1
292300036,29230003603,4,0,7,6,4,18000,1,1
292300037,29230003703,4,0,7,6,4,18000,1,1
292300038,29230003803,4,0,7,6,4,18000,1,1
292300039,29230003903,4,0,7,6,4,18000,1,1
292300000,29230000004,4,1,13,6,4,0,1,3
292300001,29230000104,4,1,13,6,4,0,1,3
292300002,29230000204,4,1,13,6,4,0,1,3
292300003,29230000304,4,1,13,6,4,0,1,3
292300004,29230000404,4,1,13,6,4,0,1,3
292300005,29230000504,4,1,13,6,4,0,1,3
292300006,29230000604,4,1,13,6,4,0,1,3
292300007,29230000704,4,1,13,6,4,0,1,3
292300008,29230000804,4,1,13,6,4,0,1,3
292300009,29230000904,4,1,13,6,4,0,1,3
292300010,29230001004,4,1,13,6,4,0,1,3
292300011,29230001104,4,1,13,6,4,0,1,3
292300012,29230001204,4,1,13,6,4,0,1,3
292300013,29230001304,4,1,13,6,4,0,1,3
292300014,29230001404,4,1,13,6,4,0,1,3
292300015,29230001504,4,1,13,6,4,0,1,3
292300016,29230001604,4,1,13,6,4,0,1,3
292300017,29230001704,4,1,13,6,4,0,1,3
292300018,29230001804,4,1,13,6,4,0,1,3
292300019,29230001904,4,1,13,6,4,0,1,3
292300020,29230002004,4,1,13,6,4,0,1,3
292300021,29230002104,4,1,13,6,4,0,1,3
292300022,29230002204,4,1,13,6,4,0,1,3
292300023,29230002304,4,1,13,6,4,0,1,3
292300024,29230002404,4,1,13,6,4,0,1,3
292300025,29230002504,4,1,13,6,4,0,1,3
292300026,29230002604,4,1,13,6,4,0,1,3
292300027,29230002704,4,1,13,6,4,0,1,3
292300028,29230002804,4,1,13,6,4,0,1,3
292300029,29230002904,4,1,13,6,4,0,1,3
292300030,29230003004,4,1,13,6,4,0,1,3
292300031,29230003104,4,1,13,6,4,0,1,3
292300032,29230003204,4,1,13,6,4,0,1,3
292300033,29230003304,4,1,13,6,4,0,1,3
292300034,29230003404,4,1,13,6,4,0,1,3
292300035,29230003504,4,1,13,6,4,0,1,3
292300036,29230003604,4,1,13,6,4,0,1,3
292300037,29230003704,4,1,13,6,4,0,1,3
292300038,29230003804,4,1,13,6,4,0,1,3
292300039,29230003904,4,1,13,6,4,0,1,3
292300000,29230000001,4,0,13,6,4,30000,1,1
292300001,29230000101,4,0,13,6,4,30000,1,1
292300002,29230000201,4,0,13,6,4,30000,1,1
292300003,29230000301,4,0,13,6,4,30000,1,1
292300004,29230000401,4,0,13,6,4,30000,1,1
292300005,29230000501,4,0,13,6,4,30000,1,1
292300006,29230000601,4,0,13,6,4,30000,1,1
292300007,29230000701,4,0,13,6,4,30000,1,1
292300008,29230000801,4,0,13,6,4,30000,1,1
292300009,29230000901,4,0,13,6,4,30000,1,1
292300010,29230001001,4,0,13,6,4,30000,1,1
292300011,29230001101,4,0,13,6,4,30000,1,1
292300012,29230001201,4,0,13,6,4,30000,1,1
292300013,29230001301,4,0,13,6,4,30000,1,1
292300014,29230001401,4,0,13,6,4,30000,1,1
292300015,29230001501,4,0,13,6,4,30000,1,1
292300016,29230001601,4,0,13,6,4,30000,1,1
292300017,29230001701,4,0,13,6,4,30000,1,1
292300018,29230001801,4,0,13,6,4,30000,1,1
292300019,29230001901,4,0,13,6,4,30000,1,1
292300020,29230002001,4,0,13,6,4,30000,1,1
292300021,29230002101,4,0,13,6,4,30000,1,1
292300022,29230002201,4,0,13,6,4,30000,1,1
292300023,29230002301,4,0,13,6,4,30000,1,1
292300024,29230002401,4,0,13,6,4,30000,1,1
292300025,29230002501,4,0,13,6,4,30000,1,1
292300026,29230002601,4,0,13,6,4,30000,1,1
292300027,29230002701,4,0,13,6,4,30000,1,1
292300028,29230002801,4,0,13,6,4,30000,1,1
292300029,29230002901,4,0,13,6,4,30000,1,1
292300030,29230003001,4,0,13,6,4,30000,1,1
292300031,29230003101,4,0,13,6,4,30000,1,1
292300032,29230003201,4,0,13,6,4,30000,1,1
292300033,29230003301,4,0,13,6,4,30000,1,1
292300034,29230003401,4,0,13,6,4,30000,1,1
292300035,29230003501,4,0,13,6,4,30000,1,1
292300036,29230003601,4,0,13,6,4,30000,1,1
292300037,29230003701,4,0,13,6,4,30000,1,1
292300038,29230003801,4,0,13,6,4,30000,1,1
292300039,29230003901,4,0,13,6,4,30000,1,1
292300000,29230000002,4,0,8,6,4,35000,1,1
292300001,29230000102,4,0,8,6,4,35000,1,1
292300002,29230000202,4,0,8,6,4,35000,1,1
