hhid,indid,APER,gender,age,educ,vehicles,school,employment,income_earn
20160000573937,2016000057393701,4,1,11,10,2,1,2,2000
20160000573937,2016000057393702,4,0,11,11,2,1,1,130000
20160000573940,2016000057394001,1,1,18,6,1,1,3,0
20160000573941,2016000057394101,4,1,8,6,2,1,3,14000
20160000573941,2016000057394102,4,0,9,10,2,1,1,93000
20160000573941,2016000057394103,4,1,0,1,2,2,0,0
20160000573941,2016000057394104,4,1,0,0,2,0,0,0
20160000573942,2016000057394201,3,1,12,11,2,1,1,57000
20160000573942,2016000057394202,3,0,12,11,2,1,1,130000
20160000573942,2016000057394203,3,0,3,5,2,2,3,410
20160000573943,2016000057394303,4,0,7,7,3,1,1,10000
20160000573943,2016000057394304,4,1,3,5,3,2,3,0
20160000573943,2016000057394301,4,1,11,7,3,1,1,53000
20160000573943,2016000057394302,4,0,13,10,3,1,1,115000
20160000573945,2016000057394501,3,0,16,11,2,2,3,0
20160000573945,2016000057394502,3,1,16,10,2,1,1,50
20160000573945,2016000057394503,3,1,11,11,2,1,2,1500
20160000573950,2016000057395001,2,0,14,11,1,1,1,113500
20160000573950,2016000057395002,2,1,14,10,1,1,1,185000
20160000573954,2016000057395401,1,1,19,6,1,1,3,0
20160000573955,2016000057395501,1,1,19,6,1,1,1,9000
20160000573957,2016000057395701,2,0,18,7,4,1,3,0
20160000573957,2016000057395702,2,1,14,6,4,1,1,43000
20160000573960,2016000057396001,2,1,9,11,1,1,1,60000
20160000573960,2016000057396002,2,0,10,10,1,1,1,30000
20160000573961,2016000057396101,1,1,20,6,1,1,3,0
20160000573963,2016000057396301,3,1,22,6,2,1,3,0
20160000573963,2016000057396302,3,1,17,6,2,1,3,0
20160000573963,2016000057396303,3,0,17,6,2,1,1,52500
20160000573964,2016000057396401,3,0,14,11,1,1,1,103000
20160000573964,2016000057396402,3,0,3,6,1,2,3,1500
20160000573964,2016000057396403,3,1,2,3,1,2,0,0
20160000573966,2016000057396601,1,1,4,6,0,2,3,0
20160000573970,2016000057397001,4,1,19,6,2,1,3,0
20160000573970,2016000057397002,4,0,13,6,2,1,1,95000
20160000573970,2016000057397003,4,0,3,4,2,2,3,0
20160000573970,2016000057397004,4,0,2,2,2,2,0,0
20160000573971,2016000057397103,3,0,0,0,2,0,0,0
20160000573971,2016000057397101,3,0,11,10,2,1,1,27000
20160000573971,2016000057397102,3,1,11,10,2,1,3,10000
20160000573972,2016000057397201,2,0,18,11,2,1,1,115000
20160000573972,2016000057397202,2,1,17,11,2,1,3,0
20160000573973,2016000057397301,3,1,8,6,2,1,2,0
20160000573973,2016000057397302,3,0,8,6,2,1,1,90000
20160000573973,2016000057397303,3,1,0,0,2,0,0,0
20160000573977,2016000057397701,3,0,16,6,3,1,3,0
20160000573977,2016000057397702,3,1,14,6,3,1,3,0
20160000573977,2016000057397703,3,1,7,10,3,1,1,30000
20160000573979,2016000057397901,1,0,22,6,0,1,3,0
20160000573980,2016000057398002,3,1,12,7,2,1,1,40000
20160000573980,2016000057398003,3,0,4,6,2,2,3,0
20160000573980,2016000057398001,3,1,18,11,2,1,3,0
20160000573982,2016000057398201,1,1,8,10,1,1,1,48000
20160000573983,2016000057398301,4,1,11,10,2,1,3,33000
20160000573983,2016000057398302,4,0,13,6,2,1,2,52000
20160000573983,2016000057398303,4,0,2,2,2,2,0,0
20160000573983,2016000057398304,4,1,1,1,2,2,0,0
20160000573984,2016000057398401,3,0,12,11,2,1,1,83000
20160000573984,2016000057398402,3,1,2,2,2,2,0,0
20160000573984,2016000057398403,3,1,1,1,2,2,0,0
20160000573985,2016000057398501,1,1,18,11,0,1,3,0
20160000573988,2016000057398801,1,0,6,6,0,2,3,0
20160000573989,2016000057398901,1,0,4,6,0,2,3,8000
20160000573991,2016000057399105,5,1,20,6,4,1,3,0
20160000573991,2016000057399104,5,1,4,6,4,2,2,2000
20160000573991,2016000057399101,5,1,13,6,4,1,1,14000
20160000573991,2016000057399102,5,0,15,7,4,1,1,80000
20160000573991,2016000057399103,5,0,7,10,4,1,1,5000
20160000573992,2016000057399201,1,1,14,6,1,1,1,50000
20160000573994,2016000057399401,4,0,10,11,2,1,1,70000
20160000573994,2016000057399402,4,1,9,11,2,1,1,5000
20160000573994,2016000057399403,4,0,1,1,2,2,0,0
20160000573994,2016000057399404,4,0,0,0,2,0,0,0
20160000573996,2016000057399601,1,1,7,11,1,1,1,65000
20160000573998,2016000057399801,1,0,18,10,1,1,1,82000
20160000573999,2016000057399902,2,1,5,6,0,1,2,0
20160000573999,2016000057399901,2,1,16,6,0,1,3,0
20160000574000,2016000057400001,2,1,10,10,2,1,1,40000
20160000574000,2016000057400002,2,0,10,6,2,1,1,32000
20160000574001,2016000057400101,2,0,19,10,3,1,3,0
20160000574001,2016000057400102,2,1,18,10,3,1,3,0
20160000574003,2016000057400301,2,1,19,6,2,1,3,0
20160000574003,2016000057400302,2,0,12,6,2,1,3,0
20160000574009,2016000057400901,2,1,21,6,2,1,3,0
20160000574009,2016000057400902,2,0,15,6,2,1,3,3000
20160000574011,2016000057401101,2,0,14,10,2,1,1,65000
20160000574011,2016000057401102,2,1,14,10,2,1,1,90000
20160000574015,2016000057401502,2,0,14,7,2,1,3,0
20160000574015,2016000057401501,2,0,12,11,2,1,1,150000
20160000574016,2016000057401601,1,1,11,6,0,1,3,0
20160000574019,2016000057401901,1,0,22,11,0,1,3,0
20160000574022,2016000057402201,1,1,17,7,2,1,3,170
20160000574023,2016000057402301,2,0,8,6,2,1,1,82000
20160000574023,2016000057402302,2,1,7,8,2,2,1,20000
20160000574026,2016000057402601,2,1,15,8,2,1,3,0
20160000574026,2016000057402602,2,0,18,7,2,1,1,12000
20160000574029,2016000057402901,1,1,17,6,1,1,1,32000
20160000574032,2016000057403202,4,1,14,7,3,1,1,50000
20160000574032,2016000057403203,4,0,9,6,3,1,1,35000
20160000574032,2016000057403201,4,0,17,7,3,1,3,0
20160000574032,2016000057403204,4,1,8,7,3,2,1,10000
20160000574037,2016000057403701,1,1,9,11,1,1,1,108000
20160000574038,2016000057403801,7,0,18,11,4,1,3,0
20160000574038,2016000057403802,7,1,16,10,4,1,1,9000
20160000574038,2016000057403803,7,0,10,11,4,1,3,0
20160000574038,2016000057403804,7,0,10,8,4,1,3,0
20160000574038,2016000057403805,7,0,9,8,4,1,1,13000
20160000574038,2016000057403806,7,0,1,1,4,2,0,0
20160000574038,2016000057403807,7,1,10,6,4,1,1,9000
20160000574041,2016000057404101,4,1,9,7,0,1,3,0
20160000574041,2016000057404102,4,0,2,2,0,2,0,0
20160000574041,2016000057404103,4,0,2,1,0,2,0,0
20160000574041,2016000057404104,4,1,1,1,0,2,0,0
20160000574042,2016000057404202,2,0,19,11,3,1,1,140000
20160000574042,2016000057404201,2,1,18,11,3,1,3,0
20160000574044,2016000057404401,2,0,16,6,1,1,1,220000
20160000574044,2016000057404402,2,1,16,8,1,1,3,0
20160000574045,2016000057404501,5,1,6,7,4,2,1,1500
20160000574045,2016000057404502,5,1,6,6,4,1,1,14000
20160000574045,2016000057404503,5,1,6,6,4,2,1,5000
20160000574045,2016000057404504,5,1,5,6,4,2,1,1200
20160000574045,2016000057404505,5,1,5,5,4,2,1,4000
20160000574047,2016000057404701,2,0,8,6,2,1,1,80000
20160000574047,2016000057404702,2,1,9,10,2,1,1,60000
20160000574053,2016000057405304,4,0,1,1,2,2,0,0
20160000574053,2016000057405303,4,1,2,1,2,2,0,0
20160000574053,2016000057405301,4,1,10,10,2,1,1,80000
20160000574053,2016000057405302,4,0,10,7,2,1,1,77000
20160000574055,2016000057405501,2,0,14,10,2,1,1,84000
20160000574055,2016000057405502,2,1,14,6,2,1,1,30000
20160000574059,2016000057405901,2,1,21,6,2,1,3,0
20160000574059,2016000057405902,2,0,21,2,2,1,3,0
20160000574060,2016000057406001,1,1,20,6,1,1,3,0
20160000574064,2016000057406401,2,0,7,8,2,2,1,23100
20160000574064,2016000057406402,2,0,9,7,2,2,1,12800
20160000574065,2016000057406501,2,0,14,7,1,1,1,15000
20160000574065,2016000057406502,2,0,4,6,1,1,2,2000
20160000574066,2016000057406602,3,0,18,11,2,1,1,88000
20160000574066,2016000057406603,3,1,2,1,2,2,0,0
20160000574066,2016000057406601,3,1,13,10,2,2,3,0
20160000574067,2016000057406701,1,1,22,6,0,1,3,0
20160000574072,2016000057407201,1,1,20,6,1,1,3,0
20160000574073,2016000057407301,1,0,6,3,0,1,3,0
20160000574076,2016000057407601,2,1,14,5,3,1,1,25000
20160000574076,2016000057407602,2,0,15,6,3,1,1,52000
20160000574080,2016000057408001,2,1,21,6,1,1,3,0
20160000574080,2016000057408002,2,1,15,7,1,1,3,0
20160000574081,2016000057408101,1,0,19,3,1,1,3,0
20160000574084,2016000057408401,1,1,15,6,1,1,2,45000
20160000574086,2016000057408601,1,0,14,6,0,1,3,0
20160000574090,2016000057409004,4,0,0,0,2,0,0,0
20160000574090,2016000057409003,4,0,0,0,2,2,0,0
20160000574090,2016000057409002,4,0,9,6,2,1,1,49400
20160000574090,2016000057409001,4,1,10,10,2,1,1,42900
20160000574092,2016000057409201,2,1,18,6,2,1,3,0
20160000574092,2016000057409202,2,0,11,7,2,1,1,70000
20160000574098,2016000057409801,4,1,14,8,3,1,1,18000
20160000574098,2016000057409802,4,0,14,11,3,1,1,105000
20160000574098,2016000057409803,4,1,7,8,3,2,1,300
20160000574098,2016000057409804,4,1,7,8,3,2,1,2000
20160000574099,2016000057409901,1,0,15,7,0,1,1,1300
20160000574100,2016000057410001,2,1,9,10,1,1,1,26000
20160000574100,2016000057410002,2,1,14,6,1,1,1,16000
20160000574101,2016000057410101,1,1,19,10,0,1,3,0
20160000574102,2016000057410201,1,1,18,6,1,1,3,0
20160000574104,2016000057410401,5,0,12,11,3,1,1,82000
20160000574104,2016000057410402,5,1,6,10,3,1,1,33000
20160000574104,2016000057410403,5,0,4,7,3,2,3,0
20160000574104,2016000057410404,5,0,2,3,3,2,0,0
20160000574104,2016000057410405,5,0,1,2,3,2,0,0
20160000574105,2016000057410501,3,1,10,6,1,1,1,25000
20160000574105,2016000057410502,3,0,2,2,1,2,0,0
20160000574105,2016000057410503,3,1,16,6,1,1,3,0
20160000574106,2016000057410601,1,0,9,8,1,2,1,27000
20160000574107,2016000057410701,2,0,14,11,2,1,1,60000
20160000574107,2016000057410702,2,1,12,11,2,1,1,140000
20160000574108,2016000057410802,2,1,7,10,3,1,1,2000
20160000574108,2016000057410801,2,0,17,8,3,1,1,64000
20160000574110,2016000057411001,2,0,9,11,2,1,1,83000
20160000574110,2016000057411002,2,0,9,11,2,1,1,67000
20160000574112,2016000057411201,4,1,13,7,4,1,1,20000
20160000574112,2016000057411202,4,0,12,3,4,1,1,30000
20160000574112,2016000057411203,4,0,8,10,4,1,1,50000
20160000574112,2016000057411204,4,1,7,6,4,1,1,12000
20160000574114,2016000057411401,2,0,17,6,2,1,1,40000
20160000574114,2016000057411402,2,1,17,6,2,1,3,0
20160000574117,2016000057411704,5,0,16,6,2,1,1,31200
20160000574117,2016000057411705,5,0,0,0,2,1,0,0
20160000574117,2016000057411702,5,0,19,6,2,1,3,0
20160000574117,2016000057411701,5,1,15,6,2,1,1,34000
20160000574117,2016000057411703,5,1,8,6,2,1,3,240
20160000574120,2016000057412001,1,1,14,11,1,1,3,0
20160000574125,2016000057412501,1,1,13,10,1,2,1,52000
20160000574127,2016000057412704,4,0,2,1,3,2,0,0
20160000574127,2016000057412701,4,1,13,11,3,1,1,145000
20160000574127,2016000057412702,4,0,13,8,3,1,1,12000
20160000574127,2016000057412703,4,1,3,2,3,2,0,0
20160000574129,2016000057412903,4,1,2,2,2,2,0,0
20160000574129,2016000057412904,4,0,1,1,2,2,0,0
20160000574129,2016000057412901,4,1,11,10,2,1,1,10000
20160000574129,2016000057412902,4,0,11,10,2,1,1,150000
20160000574131,2016000057413101,1,1,11,11,1,2,1,115000
20160000574132,2016000057413203,3,0,1,1,2,2,0,0
20160000574132,2016000057413202,3,0,7,6,2,1,2,1600
20160000574132,2016000057413201,3,1,11,6,2,1,1,5000
20160000574134,2016000057413401,3,1,19,6,1,1,3,0
20160000574134,2016000057413402,3,0,14,6,1,1,3,0
20160000574134,2016000057413403,3,0,14,8,1,1,3,0
20160000574135,2016000057413501,2,1,8,11,3,1,1,48500
20160000574135,2016000057413502,2,0,8,10,3,1,1,89000
20160000574139,2016000057413901,1,1,17,6,1,1,1,46000
20160000574144,2016000057414401,1,1,4,7,0,2,3,3700
20160000574149,2016000057414908,8,0,9,6,1,1,3,0
20160000574149,2016000057414907,8,1,0,0,1,0,0,0
20160000574149,2016000057414906,8,1,0,0,1,1,0,0
20160000574149,2016000057414905,8,0,2,2,1,2,0,0
20160000574149,2016000057414903,8,0,4,5,1,2,3,0
20160000574149,2016000057414902,8,1,8,6,1,1,3,0
20160000574149,2016000057414901,8,1,12,6,1,1,1,22000
20160000574149,2016000057414904,8,1,2,2,1,2,0,0
20160000574151,2016000057415101,1,0,9,6,0,1,3,400
20160000574152,2016000057415201,1,0,19,6,0,1,3,0
20160000574155,2016000057415501,2,1,16,11,2,1,1,75000
20160000574155,2016000057415502,2,1,8,11,2,2,1,39800
20160000574157,2016000057415702,2,1,5,7,2,2,1,10400
20160000574157,2016000057415701,2,0,7,7,2,1,1,125000
20160000574159,2016000057415903,3,1,7,7,3,2,1,5000
20160000574159,2016000057415902,3,0,7,10,3,1,1,45000
20160000574159,2016000057415901,3,0,7,7,3,2,1,2500
20160000574161,2016000057416101,1,0,8,11,0,1,1,45000
20160000574163,2016000057416301,2,0,14,7,2,1,3,0
20160000574163,2016000057416302,2,1,18,6,2,1,3,0
20160000574165,2016000057416501,1,1,9,10,0,2,1,60000
20160000574170,2016000057417001,2,0,17,8,2,1,3,0
20160000574170,2016000057417002,2,1,15,6,2,1,1,12000
20160000574171,2016000057417101,1,1,8,6,0,1,3,0
20160000574172,2016000057417201,3,1,12,10,1,1,1,55000
20160000574172,2016000057417202,3,0,1,1,1,2,0,0
20160000574172,2016000057417203,3,0,0,0,1,2,0,0
20160000574173,2016000057417304,4,0,2,1,2,2,0,0
20160000574173,2016000057417303,4,1,2,2,2,2,0,0
20160000574173,2016000057417301,4,0,11,10,2,1,1,130000
20160000574173,2016000057417302,4,1,11,10,2,1,1,70000
20160000574174,2016000057417401,2,1,18,6,2,1,1,70000
20160000574174,2016000057417402,2,0,19,6,2,1,3,0
20160000574176,2016000057417601,1,1,16,11,1,1,1,82000
20160000574178,2016000057417805,6,0,1,0,1,2,0,0
20160000574178,2016000057417801,6,1,9,4,1,1,3,0
20160000574178,2016000057417802,6,1,2,2,1,2,0,0
20160000574178,2016000057417803,6,1,2,1,1,2,0,0
20160000574178,2016000057417804,6,1,1,1,1,2,0,0
20160000574178,2016000057417806,6,0,9,6,1,1,1,33000
20160000574180,2016000057418002,2,1,14,10,2,1,1,80000
20160000574180,2016000057418001,2,0,14,10,2,1,1,40000
20160000574182,2016000057418201,1,1,19,11,0,1,3,0
20160000574185,2016000057418501,2,0,17,10,2,1,1,165000
20160000574185,2016000057418502,2,1,10,10,2,2,1,40000
20160000574186,2016000057418601,2,0,20,6,0,1,3,0
20160000574186,2016000057418602,2,1,17,5,0,1,3,0
20160000574188,2016000057418801,2,1,8,11,2,1,1,700
20160000574188,2016000057418802,2,0,9,10,2,1,1,49400
20160000574190,2016000057419001,3,1,11,11,3,1,1,47000
20160000574190,2016000057419002,3,1,4,7,3,2,1,9000
20160000574190,2016000057419003,3,0,3,3,3,2,0,0
20160000574191,2016000057419101,1,1,18,6,1,1,3,0
20160000574192,2016000057419202,2,1,15,11,3,1,1,170000
20160000574192,2016000057419201,2,0,14,10,3,1,1,74000
20160000574195,2016000057419501,2,1,20,6,2,1,3,0
20160000574195,2016000057419502,2,0,20,8,2,1,3,0
20160000574196,2016000057419601,4,0,11,10,3,1,1,150000
20160000574196,2016000057419602,4,1,13,8,3,1,1,50000
20160000574196,2016000057419603,4,0,2,2,3,2,0,0
20160000574196,2016000057419604,4,0,1,1,3,2,0,0
20160000574198,2016000057419801,3,1,13,4,2,1,1,60000
20160000574198,2016000057419802,3,1,8,7,2,1,3,0
20160000574198,2016000057419803,3,1,19,6,2,1,3,0
20160000574200,2016000057420001,1,1,18,6,0,1,3,0
20160000574201,2016000057420102,2,1,14,6,2,1,1,30000
20160000574201,2016000057420101,2,0,13,6,2,1,1,41000
20160000574207,2016000057420701,1,0,15,3,0,1,3,0
20160000574209,2016000057420901,2,0,13,11,4,1,1,160000
20160000574209,2016000057420902,2,1,13,10,4,1,3,0
20160000574211,2016000057421101,1,0,18,6,1,1,3,0
20160000574213,2016000057421301,4,1,10,10,2,2,1,7500
20160000574213,2016000057421302,4,0,10,10,2,1,1,506000
20160000574213,2016000057421303,4,0,1,1,2,2,0,0
20160000574213,2016000057421304,4,0,1,1,2,2,0,0
20160000574214,2016000057421401,2,1,11,3,1,1,3,0
20160000574214,2016000057421402,2,1,7,5,1,1,1,380
20160000574216,2016000057421605,5,0,2,1,3,2,0,0
20160000574216,2016000057421604,5,1,2,2,3,2,0,0
20160000574216,2016000057421602,5,1,18,11,3,1,3,0
20160000574216,2016000057421601,5,0,18,10,3,1,1,22000
20160000574216,2016000057421603,5,0,11,11,3,1,2,0
20160000574217,2016000057421701,2,0,12,10,3,1,1,50000
20160000574217,2016000057421702,2,1,12,10,3,1,1,27000
20160000574218,2016000057421801,1,1,7,10,0,1,3,3000
20160000574219,2016000057421901,1,0,20,6,0,1,3,0
20160000574220,2016000057422001,3,1,12,11,1,1,1,50000
20160000574220,2016000057422002,3,0,3,4,1,2,0,0
20160000574220,2016000057422003,3,0,2,2,1,2,0,0
20160000574224,2016000057422401,2,0,18,10,3,1,1,115000
20160000574224,2016000057422402,2,1,18,8,3,1,3,0
20160000574225,2016000057422501,2,1,13,10,3,1,1,30000
20160000574225,2016000057422502,2,1,7,8,3,2,1,24000
20160000574226,2016000057422601,1,0,13,6,1,1,1,38000
20160000574229,2016000057422901,1,0,18,6,3,1,1,18200
20160000574230,2016000057423001,1,0,4,4,0,2,3,130
20160000574232,2016000057423201,1,0,20,6,0,1,3,0
20160000574237,2016000057423701,1,1,10,10,1,1,1,200000
20160000574239,2016000057423901,2,1,11,11,2,2,1,75000
20160000574239,2016000057423902,2,0,4,6,2,2,1,1900
20160000574240,2016000057424001,5,0,11,6,4,1,1,60000
20160000574240,2016000057424002,5,1,12,6,4,1,1,28000
20160000574240,2016000057424003,5,0,6,6,4,2,1,45000
20160000574240,2016000057424004,5,1,3,5,4,2,1,3000
20160000574240,2016000057424005,5,1,2,2,4,2,0,0
20160000574241,2016000057424104,4,1,2,2,2,2,0,0
20160000574241,2016000057424103,4,1,4,7,2,2,1,4700
20160000574241,2016000057424102,4,1,13,10,2,1,1,58000
20160000574241,2016000057424101,4,0,13,11,2,1,1,135000
20160000574244,2016000057424401,2,0,14,4,2,1,3,0
20160000574244,2016000057424402,2,1,14,6,2,1,1,30000
20160000574248,2016000057424801,2,0,19,10,2,1,1,125000
20160000574248,2016000057424802,2,1,13,10,2,1,1,10000
20160000574249,2016000057424901,1,0,14,7,1,1,1,130000
20160000574253,2016000057425301,1,0,19,10,0,1,3,0
20160000574254,2016000057425401,4,0,14,10,3,1,1,100000
20160000574254,2016000057425402,4,1,13,8,3,1,1,52000
20160000574254,2016000057425403,4,0,7,8,3,1,1,15000
20160000574254,2016000057425404,4,0,3,3,3,2,0,0
20160000574256,2016000057425601,1,1,5,7,0,2,1,6100
20160000574259,2016000057425901,1,1,14,6,1,1,3,0
20160000574261,2016000057426101,1,0,22,11,0,1,3,0
20160000574263,2016000057426301,1,1,22,5,0,1,3,0
20160000574264,2016000057426401,4,0,17,6,3,1,1,85000
20160000574264,2016000057426402,4,1,16,6,3,1,1,38000
20160000574264,2016000057426403,4,0,10,6,3,1,1,26000
20160000574264,2016000057426404,4,0,9,6,3,1,1,26000
20160000574266,2016000057426601,2,0,7,10,2,1,1,22600
20160000574266,2016000057426602,2,0,7,10,2,1,1,26000
20160000574269,2016000057426901,2,1,19,6,2,1,3,800
20160000574269,2016000057426902,2,0,12,6,2,1,1,40000
20160000574270,2016000057427004,4,1,1,1,2,2,0,0
20160000574270,2016000057427003,4,0,1,1,2,2,0,0
20160000574270,2016000057427002,4,0,12,10,2,1,1,115000
20160000574270,2016000057427001,4,1,12,10,2,1,3,0
20160000574276,2016000057427601,4,1,11,11,2,1,1,33000
20160000574276,2016000057427602,4,0,11,11,2,1,1,33000
20160000574276,2016000057427603,4,1,2,2,2,2,0,0
20160000574276,2016000057427604,4,0,1,1,2,2,0,0
20160000574277,2016000057427701,2,0,18,11,2,1,3,0
20160000574277,2016000057427702,2,1,19,10,2,1,3,0
20160000574278,2016000057427801,1,1,2,2,0,2,0,0
20160000574279,2016000057427901,1,0,2,2,0,2,0,0
20160000574281,2016000057428101,1,0,10,6,0,1,3,0
20160000574285,2016000057428505,5,0,2,2,2,2,0,0
20160000574285,2016000057428504,5,0,3,3,2,2,3,12000
20160000574285,2016000057428501,5,1,10,7,2,1,1,40000
20160000574285,2016000057428502,5,0,10,7,2,1,1,45000
20160000574285,2016000057428503,5,0,4,6,2,2,2,2500
20160000574286,2016000057428601,2,0,15,5,3,1,1,85000
20160000574286,2016000057428602,2,0,13,0,3,1,3,0
20160000574288,2016000057428801,2,0,19,6,3,1,1,15000
20160000574288,2016000057428802,2,1,19,6,3,1,3,0
20160000574289,2016000057428901,1,1,9,7,1,1,1,47000
20160000574293,2016000057429301,1,1,8,10,1,1,1,15000
20160000574294,2016000057429401,2,1,10,0,1,1,1,40000
20160000574294,2016000057429402,2,1,5,7,1,2,1,13000
20160000574296,2016000057429601,1,1,12,3,0,1,3,0
20160000574297,2016000057429704,4,0,3,3,3,2,3,0
20160000574297,2016000057429703,4,0,4,6,3,1,1,7000
20160000574297,2016000057429701,4,1,10,10,3,2,1,60000
20160000574297,2016000057429702,4,0,12,6,3,1,1,10000
20160000574300,2016000057430001,1,0,18,10,2,1,1,80000
20160000574304,2016000057430401,2,0,8,10,2,1,1,31700
20160000574304,2016000057430402,2,1,8,10,2,1,1,44500
20160000574305,2016000057430501,3,1,11,6,3,1,1,48000
20160000574305,2016000057430502,3,0,5,6,3,1,1,19800
20160000574305,2016000057430503,3,1,4,6,3,1,1,15000
20160000574308,2016000057430801,1,1,18,8,1,1,3,0
20160000574309,2016000057430902,3,1,8,10,2,1,1,44000
20160000574309,2016000057430903,3,0,0,0,2,0,0,0
20160000574309,2016000057430901,3,0,8,10,2,1,1,80000
20160000574315,2016000057431501,3,0,12,10,2,1,1,70000
20160000574315,2016000057431502,3,1,12,6,2,1,1,33000
20160000574315,2016000057431503,3,1,2,2,2,2,0,0
20160000574316,2016000057431601,4,0,11,10,2,1,1,110000
20160000574316,2016000057431602,4,1,11,10,2,1,3,0
20160000574316,2016000057431603,4,0,3,3,2,2,0,0
20160000574316,2016000057431604,4,0,2,2,2,2,0,0
20160000574318,2016000057431801,1,0,6,7,0,2,3,10400
20160000574319,2016000057431904,4,1,2,2,4,2,0,0
20160000574319,2016000057431903,4,0,3,5,4,2,1,3000
20160000574319,2016000057431902,4,1,12,7,4,1,1,29000
20160000574319,2016000057431901,4,0,13,6,4,1,1,160000
20160000574320,2016000057432001,1,0,11,6,2,1,1,40080
20160000574323,2016000057432301,2,0,15,10,2,1,1,160000
20160000574323,2016000057432302,2,1,14,10,2,1,1,52000
20160000574324,2016000057432401,2,0,10,11,2,1,1,110000
20160000574324,2016000057432402,2,1,11,11,2,1,1,120000
20160000574326,2016000057432601,2,0,15,7,2,1,1,110000
20160000574326,2016000057432602,2,1,15,6,2,1,3,0
20160000574332,2016000057433201,2,0,12,7,3,1,1,90000
20160000574332,2016000057433202,2,1,12,7,3,1,1,90000
20160000574333,2016000057433302,2,1,14,10,3,1,1,55000
20160000574333,2016000057433301,2,0,15,7,3,1,1,80000
20160000574334,2016000057433403,3,1,2,2,3,2,0,0
20160000574334,2016000057433402,3,1,11,11,3,1,1,60000
20160000574334,2016000057433401,3,0,12,11,3,1,1,205000
20160000574339,2016000057433901,2,0,22,6,1,1,3,0
20160000574339,2016000057433902,2,1,16,7,1,1,2,160
20160000574340,2016000057434001,3,0,8,10,3,1,1,55000
20160000574340,2016000057434002,3,0,8,10,3,1,1,21200
20160000574340,2016000057434003,3,0,8,10,3,1,1,40000
20160000574341,2016000057434101,2,0,19,3,4,1,3,0
20160000574341,2016000057434102,2,1,13,6,4,1,3,0
20160000574342,2016000057434201,1,0,9,10,1,1,1,60000
20160000574344,2016000057434401,3,1,11,11,2,1,1,7200
20160000574344,2016000057434402,3,0,11,11,2,1,1,94000
20160000574344,2016000057434403,3,0,1,1,2,2,0,0
20160000574348,2016000057434801,1,0,10,11,1,1,1,60000
20160000574352,2016000057435201,2,0,9,11,2,1,1,64000
20160000574352,2016000057435202,2,1,8,10,2,2,1,130000
20160000574354,2016000057435401,3,0,9,8,2,1,1,85000
20160000574354,2016000057435402,3,1,9,10,2,1,1,58000
20160000574354,2016000057435403,3,1,0,0,2,0,0,0
20160000574355,2016000057435501,1,1,18,6,1,1,3,0
20160000574357,2016000057435701,4,0,16,6,3,1,1,42000
20160000574357,2016000057435702,4,1,10,6,3,1,1,41200
20160000574357,2016000057435703,4,1,8,6,3,1,1,25900
20160000574357,2016000057435704,4,1,2,1,3,2,0,0
20160000574359,2016000057435901,1,0,12,11,2,1,1,53000
20160000574362,2016000057436202,2,1,9,10,3,1,1,88000
20160000574362,2016000057436201,2,0,8,10,3,1,1,81000
20160000574367,2016000057436701,2,0,15,6,3,1,1,90000
20160000574367,2016000057436702,2,1,12,10,3,1,1,21000
20160000574368,2016000057436801,2,1,8,4,0,1,3,14000
20160000574368,2016000057436802,2,0,1,1,0,2,0,0
20160000574369,2016000057436901,2,1,19,6,1,1,3,0
20160000574369,2016000057436902,2,0,12,6,1,1,3,0
20160000574370,2016000057437001,4,1,19,6,0,1,3,0
20160000574370,2016000057437002,4,0,7,7,0,2,1,800
20160000574370,2016000057437003,4,0,3,4,0,2,3,0
20160000574370,2016000057437004,4,0,14,10,0,1,1,70000
20160000574372,2016000057437201,1,0,7,7,0,2,1,13200
20160000574376,2016000057437603,3,0,13,10,3,2,1,60000
20160000574376,2016000057437601,3,1,20,7,3,1,3,0
20160000574376,2016000057437602,3,0,14,6,3,1,1,80000
20160000574381,2016000057438101,2,0,10,10,1,1,1,98000
20160000574381,2016000057438102,2,1,1,1,1,2,0,0
20160000574388,2016000057438801,5,1,13,6,3,1,1,29700
20160000574388,2016000057438802,5,0,7,7,3,1,1,3000
20160000574388,2016000057438803,5,0,8,6,3,1,2,4600
20160000574388,2016000057438804,5,1,7,7,3,1,1,3000
20160000574388,2016000057438805,5,0,11,6,3,1,2,0
20160000574390,2016000057439005,5,0,0,0,0,1,0,0
20160000574390,2016000057439004,5,1,2,2,0,2,0,0
20160000574390,2016000057439003,5,1,7,6,0,1,2,0
20160000574390,2016000057439002,5,0,8,6,0,1,1,34000
20160000574390,2016000057439001,5,1,11,5,0,1,1,32000
20160000574392,2016000057439201,1,1,8,11,1,1,1,53000
20160000574396,2016000057439601,1,0,13,8,1,1,1,50000
20160000574397,2016000057439701,2,1,19,6,2,1,3,0
20160000574397,2016000057439702,2,0,20,6,2,1,3,0
20160000574398,2016000057439801,1,0,17,10,1,1,1,120000
20160000574399,2016000057439901,1,1,18,11,1,1,3,0
20160000574401,2016000057440101,2,1,20,2,3,1,3,0
20160000574401,2016000057440102,2,1,18,6,3,1,3,0
20160000574404,2016000057440403,3,0,14,5,1,1,1,60000
20160000574404,2016000057440402,3,0,8,5,1,1,3,0
20160000574404,2016000057440401,3,1,14,6,1,1,1,43400
