sla_address_id,resident_workers,residential_students,total_population
1110,11,10,17
6842,13,10,17
17142,16,20,21
4460,256,293,391
7712,9,12,15
8993,6,11,13
23985,8,10,11
2029,8,10,10
23418,2,6,7
11968,66,70,103
434,11,15,16
4693,10,13,14
4700,11,12,21
3508,14,14,17
9820,9,11,14
7362,9,13,16
7917,12,12,15
14811,7,8,8
19375,10,8,12
1978,9,10,15
3297,13,12,18
2838,19,17,20
2836,6,7,8
25915,13,13,17
12181,8,8,12
24760,13,14,16
24176,6,7,9
4160,14,15,17
2258,10,12,14
6354,9,8,16
24724,10,10,15
8182,12,11,15
3732,6,10,14
2045,7,13,14
10285,7,6,11
13210,11,10,16
6628,6,9,14
21335,16,14,20
8466,10,10,15
9015,75,70,105
11472,13,15,16
9521,12,11,15
1334,12,13,17
11983,5,5,7
12228,264,309,383
18682,6,9,9
4188,15,16,18
5154,10,14,15
12494,6,12,13
12721,9,14,15
1601,16,20,21
9516,10,14,17
12680,12,12,18
7438,8,13,17
6176,7,7,9
395,9,9,14
12963,10,15,18
20242,6,9,9
12976,10,16,17
11743,9,17,17
3945,16,15,18
25520,3,9,10
445,9,15,17
22225,10,8,18
175,11,14,17
2636,14,16,19
23024,16,20,20
15534,11,19,22
15496,14,10,19
16195,8,13,21
22394,13,16,16
16190,14,13,19
6121,14,13,16
23404,69,73,94
13527,8,10,10
3036,16,10,21
7981,10,15,19
12225,9,13,15
2423,9,14,15
8402,12,15,17
5205,5,7,8
917,6,9,13
5703,12,17,18
4225,8,13,14
4905,14,11,17
6181,10,14,17
1311,11,13,16
24919,6,7,8
23216,68,81,102
2395,12,12,16
14051,9,12,13
24207,5,3,8
16902,11,15,16
11945,12,14,19
5649,12,14,16
11457,13,17,18
12987,70,76,104
152,11,16,19
691,10,12,16
7112,15,14,20
12977,4,7,9
18226,10,6,12
19808,10,14,17
8632,12,15,15
20063,11,12,15
16192,11,13,17
17778,11,12,16
5396,15,14,17
18910,11,10,20
24205,10,14,15
7983,56,65,87
3934,75,86,111
20446,16,12,18
11998,12,14,15
19122,10,8,14
2051,11,11,15
7412,9,9,17
13987,9,13,15
16693,12,9,14
6374,11,9,16
3947,15,17,18
10609,10,10,16
15255,8,10,12
20263,6,8,8
23009,10,11,13
7379,12,13,16
1336,10,8,19
8634,13,12,21
17767,9,16,17
2275,15,14,19
6635,9,16,16
20889,11,14,15
9741,15,13,20
5147,11,14,16
12470,10,11,13
20880,8,8,16
14047,10,12,15
887,12,14,16
16691,9,6,15
1115,7,11,13
19378,16,14,23
5637,10,11,14
14304,6,11,15
11470,6,7,8
8387,13,14,19
7898,12,12,16
4867,11,12,15
1834,8,6,10
9773,12,14,17
2610,7,11,13
20893,9,11,18
11473,6,8,10
22040,6,12,16
13756,64,70,99
25749,6,6,9
15288,10,13,14
11216,4,8,9
21126,5,5,8
10026,6,3,9
1967,12,9,16
9715,7,9,14
4663,10,11,15
8638,17,16,20
6442,15,14,20
8984,8,13,16
15273,15,18,19
2061,5,9,13
5166,13,14,19
16936,10,11,12
10025,11,12,18
23557,5,9,9
3743,14,15,20
16427,12,11,18
7949,10,14,16
11225,8,11,13
4189,10,13,17
1381,10,10,15
15731,7,11,13
2600,5,11,13
3021,12,18,18
14291,6,9,9
3921,7,11,15
1099,15,14,19
1564,10,17,18
6657,11,12,15
454,13,11,18
20037,6,10,11
18895,6,7,10
18887,11,14,18
15749,8,11,17
24366,58,75,92
1991,15,12,20
10937,15,16,17
13770,11,16,20
14044,7,11,13
7705,10,16,18
25325,7,15,16
9732,12,14,20
12174,9,10,15
22592,12,12,17
6690,13,16,18
17779,12,15,15
19590,11,13,15
15774,6,11,17
24750,14,16,23
17593,13,9,18
1136,1,4,6
12432,8,13,15
20668,9,12,14
16004,9,7,12
13766,12,16,17
2868,4,12,12
12487,10,14,14
18223,9,8,13
5936,8,15,16
3232,11,11,14
10638,63,72,101
19591,14,16,20
1845,14,13,17
12226,15,17,19
19847,81,84,115
15300,6,10,11
20457,12,17,19
2016,16,15,18
20689,18,21,21
1328,15,15,19
5672,19,20,22
5377,12,14,19
10879,17,19,20
18664,15,15,18
2032,12,10,15
8996,7,7,11
23388,10,12,12
13988,19,22,22
9164,12,11,17
21505,14,19,19
8494,18,13,21
3085,8,8,11
6850,15,15,17
10363,11,11,12
19856,5,7,7
1974,14,17,17
17132,14,14,20
26101,7,7,11
4868,12,14,18
24739,10,11,14
4145,14,16,19
8639,16,13,19
2668,9,14,14
18201,12,18,18
2475,14,14,18
26649,14,16,18
8410,18,15,24
2471,9,8,9
7732,76,85,103
1570,11,11,17
18681,7,9,10
12732,9,14,16
13461,13,12,17
14518,11,10,17
5684,11,10,15
2187,14,12,15
14034,8,11,15
12969,13,13,17
1614,9,14,18
3710,21,20,21
22634,16,13,19
2189,8,12,12
15284,13,11,23
4664,13,14,15
14261,14,12,20
24000,71,89,110
8969,4,6,7
5376,10,11,13
18462,11,12,15
24740,8,11,14
3445,13,15,15
23182,16,17,22
17119,6,12,13
2436,13,15,15
18680,11,9,15
3437,7,9,11
23958,4,9,9
11973,65,91,102
5190,15,13,19
22826,65,79,96
428,10,13,17
12457,18,17,23
15048,12,17,18
11174,7,11,11
7449,12,11,14
15539,12,10,16
21110,15,16,19
9544,65,78,99
8937,9,12,12
15786,10,15,15
8452,9,6,10
2488,10,8,11
20067,13,15,17
3061,11,9,13
8953,14,16,17
6158,15,14,20
5206,8,10,10
8203,12,13,18
7142,10,13,16
6919,6,6,7
5468,11,8,13
7475,8,8,12
2823,10,18,20
21667,15,19,20
8150,11,13,15
21298,9,14,15
11672,8,11,12
17562,10,15,18
23562,3,5,8
16438,11,12,17
15529,14,16,22
5636,12,13,19
20653,13,9,21
13715,14,17,19
3728,15,18,23
10066,73,82,104
11664,11,12,18
17347,11,17,17
23608,56,74,99
23561,6,10,11
25503,78,87,105
3747,63,77,104
5662,13,17,18
7960,16,18,24
24368,65,78,110
13496,4,8,10
17159,10,12,15
10016,4,13,14
6197,11,11,22
9205,9,14,19
14282,4,9,10
21670,4,9,9
8482,9,9,14
13733,13,15,18
2859,11,13,17
15050,12,14,16
12223,17,17,21
4394,51,76,93
7948,13,17,17
7212,60,87,102
7725,7,10,16
683,12,14,20
23997,4,8,8
160,10,15,20
1084,14,17,19
13989,12,17,19
17384,14,17,22
7457,7,8,13
5885,5,11,18
25925,7,13,14
6193,13,10,17
10663,9,9,15
5732,8,15,18
13255,11,14,16
10656,4,8,8
21333,9,12,13
1133,8,13,16
20070,10,16,18
5140,6,11,11
12959,8,15,18
1769,10,10,17
2255,10,12,16
7103,13,10,21
4459,62,74,93
16470,6,9,15
4701,11,10,14
10297,6,12,14
2851,7,6,10
25928,5,7,9
10850,9,14,15
4852,11,13,16
10856,11,8,16
8220,8,14,16
10309,9,13,14
9168,13,8,20
9725,7,8,11
3453,12,14,19
13748,15,17,21
5134,77,89,109
23206,57,73,102
22786,10,15,20
25107,5,6,7
2854,11,14,18
7107,14,8,17
1383,14,15,16
7155,10,12,14
16672,14,12,15
3985,14,16,16
19379,8,9,9
23977,11,8,11
24779,79,86,109
1549,16,14,21
4424,15,16,20
1521,11,14,16
12456,11,14,17
9209,13,11,17
23183,14,15,18
15993,8,11,11
3087,10,16,16
12955,10,12,16
16002,5,9,10
11400,13,16,19
4694,11,15,16
22825,85,96,119
22055,18,13,21
25711,10,15,16
6180,11,12,17
4456,8,8,13
2686,11,12,20
15504,13,13,22
8168,12,14,16
4386,9,11,12
17596,6,9,10
8202,11,10,16
3455,6,8,9
25155,11,8,14
10927,9,10,14
6127,15,15,24
3032,11,4,16
25122,10,10,14
2420,9,12,16
8474,6,8,13
12473,9,14,18
8738,263,307,407
20449,15,17,21
21107,12,14,18
4214,8,15,17
23180,8,8,15
5451,10,11,15
24370,2,9,11
7938,9,7,14
10338,76,87,109
161,12,14,16
24376,5,7,9
7937,7,7,11
8179,7,7,9
15525,5,8,13
10028,12,13,17
17984,9,11,12
5704,11,14,17
5111,9,10,15
3017,13,13,15
6591,8,11,14
1783,9,10,16
6419,10,16,17
18657,5,7,11
13459,14,12,19
6629,18,7,21
25498,61,74,90
19851,6,10,11
9771,13,12,16
15957,13,10,20
14018,13,15,18
3026,12,17,17
6696,71,81,99
10081,12,15,17
22582,12,13,13
7132,9,11,14
6185,15,11,19
6351,8,6,19
1301,12,18,19
8386,9,13,15
17130,13,16,17
5697,6,8,8
1600,14,9,17
10881,9,13,14
14303,12,15,16
14810,78,80,112
22625,8,7,11
12686,14,13,16
5622,10,12,13
12674,9,12,17
9459,10,11,14
7886,9,11,16
8690,9,12,15
18426,6,9,10
9435,13,13,16
4227,14,16,19
12944,13,12,17
16674,14,12,20
3096,10,16,18
9274,246,293,376
400,15,17,18
10659,9,10,15
9444,17,15,20
21869,18,14,24
2274,4,7,7
2646,15,15,18
1385,10,13,17
2188,13,9,22
4613,12,14,19
6452,8,12,13
2624,11,12,19
10871,10,17,19
17336,12,10,15
7639,18,14,23
13472,13,14,19
25737,79,86,108
6669,7,12,12
861,10,12,14
3080,15,13,19
5968,9,12,14
2025,12,17,17
25161,10,10,12
1575,12,13,17
4610,11,11,15
1111,10,13,15
2638,11,17,17
23772,13,17,18
18432,10,13,14
14254,10,11,15
4655,6,13,19
6857,10,16,17
1126,14,13,17
1542,12,13,16
11668,13,16,17
13226,14,14,16
4902,10,15,15
3961,14,17,17
19841,5,8,9
21507,6,14,15
16452,18,13,22
4901,9,9,16
2271,14,12,20
18240,7,9,13
13018,7,8,12
5193,12,9,19
16006,7,7,9
13787,11,12,16
21689,14,9,20
4169,15,16,21
8664,12,15,18
23961,8,10,16
18665,13,16,19
238,15,18,21
7642,14,11,24
23201,8,12,13
13253,75,96,115
3227,9,11,14
16680,16,18,28
16658,11,16,20
2831,9,13,17
9257,11,21,22
5384,4,11,13
3472,10,15,21
681,10,14,15
7140,11,14,15
10384,10,14,16
22627,77,83,109
21854,9,7,11
2649,14,12,16
12257,9,6,11
23392,5,7,8
6421,12,11,15
8232,11,12,15
9225,13,12,16
2426,11,12,13
4714,13,17,24
14535,10,12,14
25310,10,13,18
14053,9,8,13
20895,9,6,10
19598,68,70,93
3927,11,13,20
5454,15,16,16
8740,72,76,103
1132,7,7,9
17557,8,10,13
13209,7,8,12
5641,11,10,16
21865,11,14,18
6111,13,15,24
5165,8,10,16
3699,12,16,16
14579,15,17,17
4657,9,10,11
4884,16,17,21
17568,12,14,15
18015,6,13,14
15528,17,11,21
9438,9,11,15
2225,11,17,18
16894,13,14,16
8918,14,17,18
10316,12,14,15
6372,13,11,15
8170,16,20,21
26112,8,9,10
10669,21,13,26
24736,10,13,15
242,13,15,15
3695,11,11,16
4395,15,14,22
16419,13,12,19
3310,10,13,15
7972,16,15,20
8673,7,8,10
5687,5,8,9
19806,15,8,17
8982,9,13,14
8171,9,10,15
13250,68,81,95
13235,15,15,17
22611,8,9,10
5220,7,11,16
23194,12,9,15
4406,12,15,19
1514,11,11,13
1094,12,17,18
13726,11,13,15
12203,9,10,15
3949,13,14,20
9445,10,14,18
9275,69,68,104
14580,13,18,18
7353,11,13,16
1984,12,11,20
8696,6,10,10
3990,61,79,102
4667,9,12,16
16684,7,13,13
20436,13,15,18
18442,7,11,14
15970,12,9,15
1,8,9,12
15308,11,14,16
25290,5,15,15
6903,10,15,17
2647,17,19,26
6411,13,11,17
5711,11,14,18
5674,10,13,15
9496,18,17,22
3731,13,18,18
15260,17,20,26
1374,8,11,17
1976,10,14,17
8930,10,12,15
17367,13,17,18
1544,9,11,16
22395,7,8,9
5640,15,16,19
22023,10,9,12
15484,10,16,18
23754,11,17,17
13790,11,11,16
22415,12,18,18
18245,8,8,12
20902,7,13,15
12196,14,14,17
2663,8,11,16
7177,13,11,15
20884,10,12,13
16676,9,11,17
8660,11,16,17
11206,8,12,15
3289,9,10,16
20673,8,9,10
12244,11,14,16
26462,8,14,19
4957,12,16,23
9500,11,12,15
9721,9,15,16
6365,11,12,15
16887,11,12,16
9248,9,13,14
3022,14,16,17
928,17,9,20
22249,4,6,6
24762,9,13,14
2019,12,12,16
6172,8,11,16
664,10,14,14
15547,9,15,16
16201,11,7,18
5893,11,12,15
4472,5,8,10
17135,11,8,16
24949,11,11,15
3106,8,11,14
7411,9,11,14
2209,14,6,19
8169,10,11,13
20904,7,7,8
3236,11,12,16
11414,8,12,15
7728,8,12,14
407,7,8,9
17998,11,15,15
6653,9,10,14
16654,6,13,14
17784,13,12,16
11214,6,11,11
24952,6,8,8
11200,8,8,12
23773,7,12,13
18447,15,10,20
4229,9,15,16
8915,14,11,17
10008,10,16,18
5442,12,12,17
20032,6,8,8
22804,10,11,11
10858,12,14,16
8404,9,13,16
5423,13,16,16
19586,7,9,9
4156,9,9,18
24778,66,81,99
10075,7,10,11
14785,19,17,22
2422,7,12,13
2682,13,16,16
14526,9,11,13
22839,6,7,8
18903,6,12,13
8472,14,11,19
23777,10,17,18
17123,10,16,17
21092,5,7,9
20903,11,18,19
24168,12,10,17
23588,6,10,11
1073,10,13,15
4702,10,14,15
1350,10,13,15
9769,7,8,16
15026,15,18,22
8954,12,15,18
10002,12,15,16
3447,9,12,13
20271,10,11,14
2401,3,5,8
22987,5,8,10
25538,4,8,10
20450,10,11,15
14296,13,9,17
20475,9,14,16
16893,11,15,18
6402,7,9,13
14020,7,8,14
25521,12,15,17
11950,14,13,20
22600,68,78,100
15526,10,9,16
5141,8,12,13
191,12,16,17
12945,12,14,18
16938,10,10,16
24592,70,67,104
17588,12,15,22
6604,9,20,21
18879,3,7,9
19834,7,9,14
383,5,9,15
7203,9,20,21
3498,2,8,11
11474,5,11,12
25527,9,14,15
6449,10,16,18
18892,8,10,10
13452,9,10,17
13491,10,9,13
3968,13,19,19
6389,10,9,17
3471,13,12,16
13453,11,12,15
5859,9,12,15
1112,14,14,19
17381,9,13,14
25320,8,12,15
9808,15,20,21
13465,9,12,14
23594,7,9,11
432,10,13,20
7395,13,16,20
6409,11,8,17
3499,10,14,15
4473,67,61,96
10289,12,13,17
23172,5,7,8
14753,9,16,17
3274,7,10,17
3962,3,8,9
6204,13,12,18
17338,13,18,19
18215,9,15,16
6451,12,7,16
11479,9,13,13
2221,6,13,13
167,7,11,18
15734,12,13,17
25739,73,80,102
4670,10,9,12
4194,14,12,19
6447,5,9,9
3528,6,8,8
11994,11,14,16
17775,12,9,17
7413,5,7,14
20040,10,15,17
10891,7,11,15
14016,6,14,16
11169,12,17,19
24003,15,13,18
4150,16,18,21
20072,6,7,7
13013,11,15,17
7149,10,15,15
25940,7,6,11
8163,19,16,20
7652,11,11,13
18249,6,13,15
19632,14,14,17
1319,14,13,16
2400,5,7,8
12489,8,11,12
20877,4,5,6
3299,10,15,18
20686,12,11,20
17136,11,15,17
9740,9,10,14
21874,11,12,16
23786,11,8,15
17368,7,8,9
7126,9,13,15
15019,15,17,19
2825,12,8,16
24915,11,11,14
17133,9,9,12
14302,11,16,17
14036,12,12,14
6187,14,17,19
19592,17,20,23
24405,14,14,18
6147,9,13,14
9804,14,12,19
16247,6,14,15
11727,13,17,18
19608,9,9,10
13275,9,12,16
3922,6,15,18
7207,12,12,19
6598,12,10,15
11971,60,73,90
25731,10,5,11
7466,13,13,17
7730,17,12,22
13504,12,16,19
6155,9,13,16
1114,15,18,21
13470,8,12,15
9720,10,16,17
1786,18,22,24
15250,9,12,15
1594,11,13,21
12486,15,10,19
11482,15,15,18
19156,14,11,18
22618,7,6,9
7643,16,17,19
11183,63,77,99
7874,12,13,14
11936,9,10,13
8140,9,12,15
23375,11,14,16
8675,12,12,16
678,11,14,16
11210,10,11,14
4661,10,10,22
17798,12,11,19
8973,14,17,18
2185,10,12,16
18235,7,7,9
8928,9,13,16
22221,11,8,15
3074,8,10,11
9202,17,15,18
4679,12,13,19
7384,8,12,17
7681,15,11,19
8665,11,9,16
7978,13,14,16
3113,7,8,9
3701,12,10,17
15980,12,10,16
25509,9,10,11
3938,10,15,16
22999,11,7,17
19627,10,13,16
7410,8,4,11
10873,14,16,22
25151,13,13,19
11175,10,9,14
6431,10,12,14
4173,8,11,14
12441,16,15,22
18690,7,6,9
7697,10,10,16
12682,9,11,14
8447,9,9,14
14516,9,9,10
709,17,13,22
23599,67,83,105
15282,15,13,16
10875,19,18,22
11731,8,9,10
14554,8,8,10
15524,11,8,18
24937,11,14,17
1842,16,13,20
4391,66,73,100
14766,7,12,13
5630,12,11,14
22591,12,13,17
5369,13,15,17
11398,12,13,16
4682,9,11,17
9739,13,13,18
1999,11,9,16
24574,13,10,19
2044,11,10,16
4374,10,13,16
18461,12,15,17
24780,6,6,7
20044,13,7,14
14552,14,14,20
11942,15,15,20
2176,9,9,14
13249,84,88,118
3259,10,10,16
11419,14,6,18
8453,15,19,21
9165,12,13,17
14042,11,13,17
25316,6,7,9
4378,10,13,15
7939,14,15,17
2230,12,9,16
7124,17,13,18
2193,9,11,15
21334,12,12,15
6356,15,13,17
9173,17,11,19
24215,70,84,110
10596,14,16,20
23770,9,13,16
6852,13,12,18
19637,12,15,20
25110,13,10,19
18455,8,7,10
7406,13,14,18
3082,8,6,9
8131,15,19,22
3054,15,15,21
23976,6,4,8
13495,71,75,97
9776,12,12,17
20466,11,14,17
416,13,15,19
4611,10,15,16
5920,15,13,20
6386,10,11,18
15065,5,5,10
3501,11,13,17
6900,12,16,17
23215,15,13,20
22420,3,5,11
4210,9,14,14
23585,5,10,14
18656,6,9,9
8415,9,12,12
4205,13,16,19
1524,7,10,15
22615,13,17,19
17137,12,14,19
3998,9,12,15
22780,4,6,7
1981,10,11,14
18675,15,17,19
25118,12,16,16
16196,6,12,13
11440,4,6,9
7884,13,14,19
21860,8,8,10
4180,12,13,16
647,21,23,23
7119,9,13,18
21128,7,11,11
9750,11,13,16
8713,12,13,17
7724,13,13,14
15975,3,4,8
6831,8,11,14
22429,7,4,10
22994,13,13,15
1153,14,17,17
9528,5,10,12
5906,13,12,15
17564,2,9,10
3935,11,13,17
11421,6,12,15
6893,7,9,13
15502,11,14,17
5216,8,12,14
15973,12,14,15
10652,14,15,19
7133,18,20,22
10906,69,75,102
4439,6,11,13
19150,14,16,17
2414,10,13,17
23202,4,6,7
3438,12,13,16
17374,81,84,117
9716,6,12,15
1965,8,13,14
24200,7,10,12
614,12,16,17
7176,5,7,7
6165,14,12,15
5647,11,15,15
3282,12,16,17
9256,15,10,19
2678,18,13,22
25529,12,14,15
5722,9,10,18
10333,16,14,20
12719,7,9,12
19827,12,14,20
418,13,17,17
12249,8,11,11
7120,9,15,18
4202,14,13,21
1101,9,15,18
13499,65,79,92
25140,81,80,109
23564,11,15,18
23026,61,70,90
10033,12,7,14
6861,14,13,20
4163,80,98,111
22621,4,7,7
14754,9,13,16
4197,5,8,8
18921,11,14,19
23190,9,14,15
8949,14,14,15
6416,11,10,18
10018,10,11,18
2832,9,13,14
26464,10,12,15
5163,11,17,19
25115,13,17,21
10571,7,11,12
382,8,12,12
6860,12,16,18
13997,10,10,17
18446,6,9,10
7403,9,11,14
6894,13,13,20
7110,8,9,11
2892,11,9,14
7933,13,16,16
2627,7,9,15
8955,14,14,18
406,19,18,21
16656,12,12,17
23360,8,10,11
3513,11,13,19
10855,8,11,13
2877,16,12,24
24196,3,9,9
24578,13,17,20
4222,9,13,14
25297,6,10,14
7148,13,15,18
22982,12,12,15
21496,18,15,21
13019,11,12,20
18876,16,14,20
15040,12,14,17
15769,12,15,18
4871,9,11,14
25707,63,74,100
19397,10,11,13
15266,17,12,20
4691,14,16,17
16460,11,14,16
17113,13,15,17
12747,8,9,12
24014,8,10,11
6952,9,9,10
19607,10,14,14
4000,11,13,14
13507,6,10,10
1757,11,14,18
460,8,8,9
15747,15,15,18
1072,17,17,19
23169,6,6,10
11686,11,13,15
4633,84,84,111
5860,13,12,17
8734,6,9,9
9228,14,15,19
4436,17,15,18
10096,15,14,17
10946,7,9,13
7672,10,10,17
8659,14,16,23
10890,9,12,14
5430,4,8,9
24210,9,13,13
3706,11,20,20
1608,9,11,15
20697,14,9,20
8731,15,19,21
14279,16,15,20
4215,14,14,17
2476,6,10,13
1798,20,11,27
17161,6,6,12
8236,62,74,99
6827,9,8,18
8492,16,15,21
9782,13,13,17
16931,6,2,10
9536,8,15,19
8136,9,9,19
1520,10,6,15
4712,10,8,15
13485,11,14,21
2614,13,14,18
25518,4,8,12
22810,3,10,13
13786,3,8,10
18912,69,66,100
9759,9,13,16
15027,13,13,19
1523,10,12,15
16450,8,11,15
4198,13,13,16
24783,7,8,11
19361,9,11,16
3981,6,11,17
1085,8,7,13
2677,12,6,17
10581,12,10,17
1382,15,6,20
2632,14,11,18
19388,10,4,13
24928,8,11,17
14030,9,8,11
379,11,13,20
10575,8,8,10
5148,12,13,16
643,12,9,15
25315,9,7,13
8495,5,7,13
8398,11,8,17
23978,6,4,11
5701,11,10,20
381,11,14,18
22969,3,5,10
12452,10,9,18
1338,15,9,19
12503,13,13,17
13475,11,9,14
9457,5,5,7
10606,11,9,16
5164,12,12,16
11173,10,15,18
1584,8,10,12
9213,8,9,18
851,13,13,17
3494,9,10,10
7383,13,19,19
24547,57,78,90
22808,7,10,10
16232,11,13,13
18673,10,15,18
16919,9,9,10
18222,15,17,18
11201,14,15,18
16011,8,10,11
1768,15,12,19
11153,12,12,18
22819,8,9,11
4,6,8,9
4621,7,12,14
7377,11,18,22
17370,12,5,16
9461,13,14,19
11471,8,8,10
19849,6,11,14
15741,8,15,16
9189,8,12,16
16241,12,16,17
1837,11,12,19
7167,11,13,15
3104,8,13,15
5483,13,18,21
5129,14,15,19
17979,13,17,21
24213,65,77,107
10646,15,16,20
2184,10,14,16
20244,14,12,19
5455,16,11,18
6178,14,13,21
14022,8,9,18
4923,15,16,19
8488,9,14,18
1995,11,11,16
6609,11,11,16
13760,15,17,19
2024,10,16,17
1159,13,11,19
11166,14,16,18
12733,11,11,17
9470,9,13,14
2033,10,12,15
24971,70,79,100
6656,12,14,18
12206,17,19,21
10878,16,14,21
19126,9,6,13
5966,9,12,16
5971,8,14,15
23359,6,9,11
5908,16,16,19
25916,7,6,10
7729,15,19,20
25525,7,9,10
3516,4,8,11
17120,14,12,18
9796,13,15,19
4171,11,13,18
25138,8,11,14
16414,17,16,22
2486,6,6,10
2241,13,11,18
18003,7,9,10
9176,8,12,16
12448,9,10,13
6942,10,12,13
929,9,14,17
7654,11,14,15
3697,7,12,14
17802,5,7,8
4955,7,8,10
2908,13,16,21
24222,66,75,109
1164,9,11,15
892,15,17,20
12222,7,10,13
24748,16,16,21
8647,8,10,17
10615,6,8,9
14017,9,9,16
3064,1,3,10
23593,5,10,11
25542,69,86,104
25920,14,17,20
19837,2,5,6
11965,7,8,9
2049,9,7,13
9753,11,12,17
1343,15,20,28
3995,10,13,16
7630,10,13,16
24939,11,11,17
4866,13,16,20
17360,13,12,18
7904,14,15,21
22594,6,8,11
706,12,9,19
24571,14,16,18
12460,11,13,18
21304,11,10,19
16454,12,15,18
3503,8,12,14
6943,14,19,20
3247,7,9,14
20869,12,12,17
10092,5,12,14
2013,11,12,15
20052,19,12,23
7386,16,17,22
5151,10,9,15
5457,13,12,21
7655,15,14,20
18017,6,7,9
7715,9,12,15
2011,9,10,19
7460,13,11,20
9243,6,5,10
2845,14,10,21
11684,8,8,11
17339,9,13,17
8208,7,9,11
11199,14,16,19
8910,9,13,15
9206,11,10,15
2637,9,10,13
26280,16,13,20
3073,11,9,19
1814,13,14,19
5899,13,11,17
10598,14,12,18
7973,11,13,18
18211,10,9,14
150,11,15,16
222,9,12,16
15290,12,14,15
14549,11,14,16
2053,10,15,17
10290,13,14,18
8132,12,18,22
10078,11,17,18
16907,8,13,17
22985,11,17,19
2670,9,9,16
17569,10,13,13
1314,10,11,13
3497,11,15,17
18686,9,10,11
4941,10,11,13
6866,12,15,16
24193,5,8,9
6846,18,13,20
10317,15,17,18
5946,14,13,16
3755,11,13,15
12702,11,13,19
23408,9,13,15
2893,8,7,12
25535,12,10,18
4713,12,13,17
2228,6,12,15
5132,10,10,15
4659,8,11,15
5886,11,14,18
3916,9,12,16
208,14,18,21
15545,10,12,12
18684,9,10,13
4859,14,18,22
11931,14,14,15
5438,19,13,22
19151,11,13,15
2182,10,10,12
15025,10,12,14
3939,14,18,20
6643,17,16,22
24169,80,90,117
1081,12,11,16
2869,12,12,17
2196,11,16,17
15041,12,11,15
8670,12,13,15
5470,9,9,16
7688,15,14,18
9007,11,14,16
14751,5,9,14
7968,8,13,13
1306,13,13,18
5187,11,10,16
1548,15,17,22
19395,11,10,16
2451,8,9,9
22631,7,7,10
4193,8,12,13
1151,15,14,19
4858,9,12,14
16240,13,16,19
21307,6,9,11
7146,9,11,12
14757,15,14,20
23995,4,8,8
20661,12,15,18
24382,11,13,13
5900,12,17,17
6607,19,9,27
10360,9,12,14
11172,9,13,16
24973,13,11,15
7738,10,13,15
14023,9,14,18
9806,9,10,15
3540,11,13,16
17144,8,12,13
6420,8,11,12
1525,12,14,16
1823,17,13,21
2644,12,16,19
14527,12,13,16
3538,7,6,11
7368,7,11,15
23993,7,9,10
22054,8,11,14
906,13,15,17
23558,8,9,9
7454,10,12,13
8183,9,10,12
20489,11,15,17
13779,14,19,20
4895,17,16,20
3278,16,18,20
12180,18,22,24
1163,12,19,19
5957,5,8,10
7439,11,14,19
2828,16,20,23
21300,8,11,14
12973,12,14,17
13228,8,14,16
15071,11,17,20
3686,12,15,17
2480,71,68,102
417,9,16,16
18662,9,11,14
1113,7,11,14
10601,14,14,17
24572,16,17,21
2226,9,11,13
7186,13,14,19
4380,12,14,15
9169,14,11,16
18465,11,16,18
670,10,11,16
5416,10,12,14
17372,4,7,7
9263,9,15,15
14578,17,15,19
9019,15,16,18
25100,11,12,16
18917,14,14,18
24206,11,11,16
7721,14,12,18
13519,6,5,11
442,16,13,19
17603,5,8,8
8970,4,7,7
16412,9,13,16
25939,6,9,9
24407,5,5,9
15988,10,14,15
19811,11,17,17
910,7,12,14
8712,11,9,14
13272,6,7,8
25321,14,14,17
10057,7,11,13
7425,10,11,16
3089,14,11,18
1846,10,11,13
4184,16,14,17
2402,1,4,5
8219,13,13,16
4946,12,7,20
9736,11,17,18
6417,8,12,14
8146,6,12,14
5420,9,15,16
12210,11,15,20
21317,10,14,17
17810,8,9,12
4705,11,14,16
24954,10,15,18
5625,10,18,20
5390,8,12,17
20648,12,15,19
20252,12,10,17
2447,7,11,14
12994,13,11,18
10584,15,17,19
23989,12,9,13
8128,12,14,15
19617,5,7,7
237,8,10,10
3101,13,18,19
8390,14,18,20
8686,6,8,8
15978,10,12,15
16906,9,11,17
19140,11,18,20
4400,8,9,15
25292,63,78,94
18012,13,17,22
22836,8,11,12
14545,11,10,18
16428,15,15,26
16206,3,5,7
23801,45,60,84
11679,8,13,16
23563,4,11,12
9006,9,12,15
22413,13,18,20
8393,19,15,27
5432,10,12,17
9178,4,11,16
3443,13,15,21
11418,10,9,14
23397,7,9,10
15032,14,17,18
7382,14,16,20
21324,10,15,19
1576,15,17,18
17576,16,17,21
4956,8,10,10
627,16,19,21
6883,12,14,18
5712,17,21,21
22432,7,9,9
1971,16,13,19
6859,11,12,13
11944,9,16,16
24974,14,17,19
4927,11,14,16
13483,15,18,23
3739,11,14,17
2684,12,15,16
1582,8,7,9
15011,6,6,8
12472,19,21,24
12221,8,11,12
16444,9,11,13
13469,13,10,19
22217,10,12,12
5679,9,12,13
11728,8,13,15
3759,14,16,21
1972,15,16,20
7919,8,13,14
12688,12,15,17
4410,17,19,22
5888,15,16,20
23187,16,14,16
5692,10,15,18
4417,10,13,15
14024,67,75,99
13221,7,6,13
23384,12,10,16
24742,5,8,12
4458,57,65,91
6685,10,14,14
25294,14,17,20
7986,10,15,15
3970,10,15,15
6898,10,13,15
10012,14,14,18
