,hhid,indid,APER,gender,age,educ,vehicles,income,school,employment,x,y
21983,264710011,26471001102,2,0,14,2,1,18800,1,1,472004.411661,145851.870702
21984,264710012,26471001202,2,0,14,2,1,18800,1,1,477635.73431,154959.545262
21985,264710013,26471001302,2,0,14,2,1,18800,1,1,475359.242175,151004.897097
21986,264710014,26471001402,2,0,14,2,1,18800,1,1,463377.704625,141537.709068
21987,264710015,26471001502,2,0,14,2,1,18800,1,1,476557.39593,153881.004853
21988,264710016,26471001602,2,0,14,2,1,18800,1,1,470806.257906,138302.08784300002
21989,264750000,26475000001,1,0,13,7,0,0,1,3,497165.640516,164906.084584
21990,264790000,26479000001,1,0,7,6,0,10000,1,1,455469.88984200003,132909.385801
21991,264800000,26480000001,1,0,10,6,1,32000,1,1,488299.302729,165145.76022999999
21992,264800001,26480000101,1,0,10,6,1,32000,1,1,468290.135021,143694.78988499998
21993,265010000,26501000001,1,1,18,8,1,0,1,3,472483.673163,141178.195598
21994,265080000,26508000001,1,0,11,6,3,2500,1,1,460382.320238,152203.275329
21995,265080001,26508000101,1,0,11,6,3,2500,1,1,483506.687709,172216.191796
21996,265080002,26508000201,1,0,11,6,3,2500,1,1,492253.210121,150285.870158
21997,265080003,26508000301,1,0,11,6,3,2500,1,1,455949.15134399995,136624.358318
21998,265080004,26508000401,1,0,11,6,3,2500,1,1,469488.28877600003,138421.925666
21999,265080005,26508000501,1,0,11,6,3,2500,1,1,458585.08960500004,138421.925666
22000,265080006,26508000601,1,0,11,6,3,2500,1,1,474400.719171,154120.680499
22001,265080007,26508000701,1,0,11,6,3,2500,1,1,478354.626563,156397.599139
22002,265080008,26508000801,1,0,11,6,3,2500,1,1,485663.364468,146091.546348
22003,265080009,26508000901,1,0,11,6,3,2500,1,1,462059.735495,141657.546891
22004,265080010,26508001001,1,0,11,6,3,2500,1,1,456428.412846,138661.60131199998
22005,265080011,26508001101,1,0,11,6,3,2500,1,1,476797.026681,156876.95043199998
22006,265080012,26508001201,1,0,11,6,3,2500,1,1,492612.65624700004,148967.654104
22007,265080013,26508001301,1,0,11,6,3,2500,1,1,460741.76636400004,139859.979544
22008,265080014,26508001401,1,0,11,6,3,2500,1,1,491893.763994,167183.00322400001
22009,265080015,26508001501,1,0,11,6,3,2500,1,1,458824.72035600006,138541.763489
22010,265080016,26508001601,1,0,11,6,3,2500,1,1,483746.31846000004,159633.22036500002
22011,265080017,26508001701,1,0,11,6,3,2500,1,1,483147.241583,172455.867443
22012,265080018,26508001801,1,0,11,6,3,2500,1,1,484585.02608900005,154600.031792
22013,265080019,26508001901,1,0,11,6,3,2500,1,1,457027.489724,135905.33138
22014,265170000,26517000001,2,0,8,10,2,49000,1,1,467930.68889399996,143934.465531
22015,265170001,26517000101,2,0,8,10,2,49000,1,1,456428.412846,144293.979001
22016,265170002,26517000201,2,0,8,10,2,49000,1,1,455709.52059300005,135905.33138
22017,265170000,26517000002,2,1,8,10,2,45000,1,1,467930.68889399996,143934.465531
22018,265170001,26517000102,2,1,8,10,2,45000,1,1,456428.412846,144293.979001
22019,265170002,26517000202,2,1,8,10,2,45000,1,1,455709.52059300005,135905.33138
22020,265230000,26523000001,1,1,21,7,1,0,1,3,462538.996997,145252.681586
22021,265260000,26526000001,1,0,12,10,2,0,1,3,460621.95098900003,146810.57328699998
22022,265260001,26526000101,1,0,12,10,2,0,1,3,489497.456484,174972.461729
22023,265260002,26526000201,1,0,12,10,2,0,1,3,489497.456484,171017.81356500002
22024,265260003,26526000301,1,0,12,10,2,0,1,3,472363.857788,141777.384714
22025,265340000,26534000001,1,1,14,3,1,13000,1,1,475479.05755100003,154959.545262
22026,265340001,26534000101,1,1,14,3,1,13000,1,1,475958.31905299996,153281.815737
22027,265340002,26534000201,1,1,14,3,1,13000,1,1,483985.94921099994,160112.571657
22028,265340003,26534000301,1,1,14,3,1,13000,1,1,463617.33537600003,140938.519952
22029,265340004,26534000401,1,1,14,3,1,13000,1,1,489138.010358,172336.029619
22030,265340005,26534000501,1,1,14,3,1,13000,1,1,461221.02786599996,144054.303354
22031,265340006,26534000601,1,1,14,3,1,13000,1,1,489856.90261099994,165625.111523
22032,265340007,26534000701,1,1,14,3,1,13000,1,1,455350.074467,137463.223081
22033,265370000,26537000001,1,0,13,6,0,0,1,3,469727.91952700005,138421.925666
22034,265420000,26542000001,1,0,13,10,1,126000,1,1,472962.93466499995,142855.925123
22035,265620000,26562000001,2,0,8,10,2,65000,1,1,492612.65624700004,149926.356689
22036,265620001,26562000101,2,0,8,10,2,65000,1,1,472723.30391400005,147050.248933
22037,265620002,26562000201,2,0,8,10,2,65000,1,1,472843.11928999994,146810.57328699998
22038,265620003,26562000301,2,0,8,10,2,65000,1,1,468769.396523,144413.816824
22039,265620000,26562000002,2,0,8,10,2,50000,1,1,492612.65624700004,149926.356689
22040,265620001,26562000102,2,0,8,10,2,50000,1,1,472723.30391400005,147050.248933
22041,265620002,26562000202,2,0,8,10,2,50000,1,1,472843.11928999994,146810.57328699998
22042,265620003,26562000302,2,0,8,10,2,50000,1,1,468769.396523,144413.816824
22043,265640000,26564000001,1,1,9,11,2,120000,1,1,485184.102966,169699.59751
22044,265640001,26564000101,1,1,9,11,2,120000,1,1,469727.91952700005,138661.60131199998
22045,265640002,26564000201,1,1,9,11,2,120000,1,1,475718.68830200005,143335.276415
22046,265640003,26564000301,1,1,9,11,2,120000,1,1,457147.305099,139740.141721
22047,265640004,26564000401,1,1,9,11,2,120000,1,1,463737.15075200005,140219.493013
22048,265640005,26564000501,1,1,9,11,2,120000,1,1,457147.305099,136025.169203
22049,265640006,26564000601,1,1,9,11,2,120000,1,1,480271.672571,151963.59968299998
22050,265700000,26570000001,1,0,14,6,3,200000,1,1,485423.733717,170059.110979
22051,265710000,26571000002,2,1,12,6,1,0,1,3,504114.932295,170418.624449
22052,265710001,26571000102,2,1,12,6,1,0,1,3,474161.08842,156876.95043199998
22053,265710000,26571000001,2,0,12,6,1,0,1,3,504114.932295,170418.624449
22054,265710001,26571000101,2,0,12,6,1,0,1,3,474161.08842,156876.95043199998
22055,265730000,26573000002,2,1,18,6,2,0,1,3,462538.996997,144533.654647
22056,265730001,26573000102,2,1,18,6,2,0,1,3,455469.88984200003,138302.08784300002
22057,265730000,26573000001,2,0,18,6,2,6000,1,1,462538.996997,144533.654647
22058,265730001,26573000101,2,0,18,6,2,6000,1,1,455469.88984200003,138302.08784300002
22059,265750000,26575000001,1,1,22,3,0,0,1,3,495368.409884,173414.570028
22060,266070000,26607000001,1,0,19,6,1,0,1,3,458465.27423000004,139260.790428
22061,266080000,26608000001,1,1,14,11,2,254000,1,1,456428.412846,138901.276958
22062,266080001,26608000101,1,1,14,11,2,254000,1,1,459303.981858,146570.89764100002
22063,266090000,26609000001,1,0,15,6,2,0,1,3,495608.04063500004,175331.975198
22064,266090001,26609000101,1,0,15,6,2,0,1,3,481829.27245200006,155438.896554
22065,266090002,26609000201,1,0,15,6,2,0,1,3,490935.24098999996,151843.76186
22066,266110000,26611000001,1,1,7,10,1,37000,1,1,488059.67197799997,175331.975198
22067,266110001,26611000101,1,1,7,10,1,37000,1,1,456068.96671999997,136025.169203
22068,266160000,26616000001,2,0,13,7,2,106000,1,1,457147.305099,137223.54743399998
22069,266160001,26616000101,2,0,13,7,2,106000,1,1,460981.39711499994,143814.62770799999
22070,266160002,26616000201,2,0,13,7,2,106000,1,1,494290.071504,172695.543089
22071,266160003,26616000301,2,0,13,7,2,106000,1,1,460981.39711499994,144293.979001
22072,266160000,26616000002,2,1,13,7,2,91000,1,1,457147.305099,137223.54743399998
22073,266160001,26616000102,2,1,13,7,2,91000,1,1,460981.39711499994,143814.62770799999
22074,266160002,26616000202,2,1,13,7,2,91000,1,1,494290.071504,172695.543089
22075,266160003,26616000302,2,1,13,7,2,91000,1,1,460981.39711499994,144293.979001
22076,266180000,26618000001,2,0,18,6,2,8000,1,1,495608.04063500004,162149.814651
22077,266180001,26618000101,2,0,18,6,2,8000,1,1,493810.8100020001,149087.491927
22078,266180000,26618000002,2,1,16,6,2,11000,1,1,495608.04063500004,162149.814651
22079,266180001,26618000102,2,1,16,6,2,11000,1,1,493810.8100020001,149087.491927
22080,266230000,26623000001,2,0,16,11,3,201000,1,1,476797.026681,152562.788798
22081,266230001,26623000101,2,0,16,11,3,201000,1,1,504354.563046,172336.029619
22082,266230000,26623000002,2,1,16,11,3,130000,1,1,476797.026681,152562.788798
22083,266230001,26623000102,2,1,16,11,3,130000,1,1,504354.563046,172336.029619
22084,266400000,26640000001,1,0,9,7,2,38900,2,1,457506.751226,134826.790971
22085,266400001,26640000101,1,0,9,7,2,38900,2,1,484944.47221499996,154959.545262
22086,266400002,26640000201,1,0,9,7,2,38900,2,1,473082.75004099996,142736.0873
22087,266400003,26640000301,1,0,9,7,2,38900,2,1,495727.85601000005,168381.381455
22088,266400004,26640000401,1,0,9,7,2,38900,2,1,457506.751226,135425.98008699997
22089,266400005,26640000501,1,0,9,7,2,38900,2,1,462059.735495,141657.546891
22090,266410000,26641000001,2,1,14,6,2,68000,1,1,484704.84146400006,155319.058731
22091,266410000,26641000002,2,0,14,6,2,0,1,3,484704.84146400006,155319.058731
22092,266430000,26643000001,1,0,6,7,0,9900,2,1,472124.227037,141417.87124500002
22093,266530000,26653000001,2,1,15,6,1,29800,1,1,495727.85601000005,157356.301725
22094,266530000,26653000002,2,0,13,6,1,0,1,3,495727.85601000005,157356.301725
22095,266550000,26655000001,1,0,20,2,1,0,1,3,483866.133836,154719.869615
22096,266550001,26655000101,1,0,20,2,1,0,1,3,459184.166483,146091.546348
22097,266550002,26655000201,1,0,20,2,1,0,1,3,456787.85897299997,144054.303354
22098,266550003,26655000301,1,0,20,2,1,0,1,3,483746.31846000004,159633.22036500002
22099,266550004,26655000401,1,0,20,2,1,0,1,3,471405.334784,139859.979544
22100,266550005,26655000501,1,0,20,2,1,0,1,3,495248.594508,157236.463902
22101,266610000,26661000004,4,0,1,1,3,0,2,0,492852.28699799994,171856.678327
22102,266610001,26661000104,4,0,1,1,3,0,2,0,477875.365061,153641.329207
22103,266610002,26661000204,4,0,1,1,3,0,2,0,455589.70521800005,132909.385801
22104,266610003,26661000304,4,0,1,1,3,0,2,0,460382.320238,152203.275329
22105,266610000,26661000003,4,0,1,1,3,0,2,0,492852.28699799994,171856.678327
22106,266610001,26661000103,4,0,1,1,3,0,2,0,477875.365061,153641.329207
22107,266610002,26661000203,4,0,1,1,3,0,2,0,455589.70521800005,132909.385801
22108,266610003,26661000303,4,0,1,1,3,0,2,0,460382.320238,152203.275329
22109,266610000,26661000001,4,0,11,10,3,70000,1,1,492852.28699799994,171856.678327
22110,266610001,26661000101,4,0,11,10,3,70000,1,1,477875.365061,153641.329207
22111,266610002,26661000201,4,0,11,10,3,70000,1,1,455589.70521800005,132909.385801
22112,266610003,26661000301,4,0,11,10,3,70000,1,1,460382.320238,152203.275329
22113,266610000,26661000002,4,1,10,10,3,0,2,2,492852.28699799994,171856.678327
22114,266610001,26661000102,4,1,10,10,3,0,2,2,477875.365061,153641.329207
22115,266610002,26661000202,4,1,10,10,3,0,2,2,455589.70521800005,132909.385801
22116,266610003,26661000302,4,1,10,10,3,0,2,2,460382.320238,152203.275329
22117,266650000,26665000001,1,0,15,7,0,0,1,3,481589.64170100004,159513.382542
22118,266660000,26666000001,3,0,9,6,3,47000,1,1,478474.44193800003,148368.46498800002
22119,266660000,26666000002,3,1,8,10,3,30000,1,1,478474.44193800003,148368.46498800002
22120,266660000,26666000003,3,1,8,11,3,24000,2,1,478474.44193800003,148368.46498800002
22121,266700000,26670000001,2,1,8,11,2,60000,1,1,481589.64170100004,159513.382542
22122,266700001,26670000101,2,1,8,11,2,60000,1,1,478114.995812,155558.734377
22123,266700002,26670000201,2,1,8,11,2,60000,1,1,501838.44016099995,164666.408937
22124,266700003,26670000301,2,1,8,11,2,60000,1,1,475119.611424,142017.06036099998
22125,266700004,26670000401,2,1,8,11,2,60000,1,1,482548.164705,155319.058731
22126,266700000,26670000002,2,0,8,11,2,90000,1,1,481589.64170100004,159513.382542
22127,266700001,26670000102,2,0,8,11,2,90000,1,1,478114.995812,155558.734377
22128,266700002,26670000202,2,0,8,11,2,90000,1,1,501838.44016099995,164666.408937
22129,266700003,26670000302,2,0,8,11,2,90000,1,1,475119.611424,142017.06036099998
22130,266700004,26670000402,2,0,8,11,2,90000,1,1,482548.164705,155319.058731
22131,266720000,26672000002,2,1,16,6,1,16000,1,1,460621.95098900003,144773.330293
22132,266720000,26672000001,2,0,14,10,1,125000,1,1,460621.95098900003,144773.330293
22133,266750000,26675000001,1,1,12,11,1,84000,1,1,493930.62537799997,149806.518866
22134,266800000,26680000001,1,1,19,6,3,0,1,3,490216.34873699996,162509.328121
22135,266800001,26680000101,1,1,19,6,3,0,1,3,455230.25909099996,135665.655733
22136,267150000,26715000001,2,0,22,11,2,0,1,3,468050.50427,144413.816824
22137,267150001,26715000101,2,0,22,11,2,0,1,3,488538.93348,172815.380912
22138,267150000,26715000002,2,1,22,11,2,0,1,3,468050.50427,144413.816824
22139,267150001,26715000102,2,1,22,11,2,0,1,3,488538.93348,172815.380912
22140,267170000,26717000001,2,0,11,6,2,50000,1,1,460022.874111,147649.438049
22141,267170001,26717000101,2,0,11,6,2,50000,1,1,487820.04122700007,174972.461729
22142,267170002,26717000201,2,0,11,6,2,50000,1,1,454511.366838,130512.62933699999
22143,267170003,26717000301,2,0,11,6,2,50000,1,1,460142.689487,152323.113152
22144,267170004,26717000401,2,0,11,6,2,50000,1,1,471165.704033,142975.762946
22145,267170005,26717000501,2,0,11,6,2,50000,1,1,455709.52059300005,132070.521038
22146,267170006,26717000601,2,0,11,6,2,50000,1,1,483866.133836,172096.353973
22147,267170007,26717000701,2,0,11,6,2,50000,1,1,482188.718579,171257.48921099998
22148,267170008,26717000801,2,0,11,6,2,50000,1,1,498603.42502200004,169699.59751
22149,267170000,26717000002,2,1,11,6,2,52000,1,1,460022.874111,147649.438049
22150,267170001,26717000102,2,1,11,6,2,52000,1,1,487820.04122700007,174972.461729
22151,267170002,26717000202,2,1,11,6,2,52000,1,1,454511.366838,130512.62933699999
22152,267170003,26717000302,2,1,11,6,2,52000,1,1,460142.689487,152323.113152
22153,267170004,26717000402,2,1,11,6,2,52000,1,1,471165.704033,142975.762946
22154,267170005,26717000502,2,1,11,6,2,52000,1,1,455709.52059300005,132070.521038
22155,267170006,26717000602,2,1,11,6,2,52000,1,1,483866.133836,172096.353973
22156,267170007,26717000702,2,1,11,6,2,52000,1,1,482188.718579,171257.48921099998
22157,267170008,26717000802,2,1,11,6,2,52000,1,1,498603.42502200004,169699.59751
22158,267390000,26739000002,2,0,8,8,2,3000,1,2,469608.10415100004,143814.62770799999
22159,267390001,26739000102,2,0,8,8,2,3000,1,2,469248.658025,144893.16811600002
22160,267390002,26739000202,2,0,8,8,2,3000,1,2,457267.120475,139021.114782
22161,267390003,26739000302,2,0,8,8,2,3000,1,2,471644.965535,139021.114782
22162,267390004,26739000402,2,0,8,8,2,3000,1,2,485303.918342,144054.303354
22163,267390005,26739000502,2,0,8,8,2,3000,1,2,456668.043597,144174.141177
22164,267390006,26739000602,2,0,8,8,2,3000,1,2,470566.627155,138062.412196
22165,267390007,26739000702,2,0,8,8,2,3000,1,2,460981.39711499994,143095.600769
22166,267390008,26739000802,2,0,8,8,2,3000,1,2,467930.68889399996,144653.49247
22167,267390000,26739000001,2,1,14,8,2,73000,1,1,469608.10415100004,143814.62770799999
22168,267390001,26739000101,2,1,14,8,2,73000,1,1,469248.658025,144893.16811600002
22169,267390002,26739000201,2,1,14,8,2,73000,1,1,457267.120475,139021.114782
22170,267390003,26739000301,2,1,14,8,2,73000,1,1,471644.965535,139021.114782
22171,267390004,26739000401,2,1,14,8,2,73000,1,1,485303.918342,144054.303354
22172,267390005,26739000501,2,1,14,8,2,73000,1,1,456668.043597,144174.141177
22173,267390006,26739000601,2,1,14,8,2,73000,1,1,470566.627155,138062.412196
22174,267390007,26739000701,2,1,14,8,2,73000,1,1,460981.39711499994,143095.600769
22175,267390008,26739000801,2,1,14,8,2,73000,1,1,467930.68889399996,144653.49247
22176,267450000,26745000001,3,0,19,6,2,4000,1,1,491294.687117,173174.894382
22177,267450000,26745000002,3,1,12,6,2,51000,1,1,491294.687117,173174.894382
22178,267450000,26745000003,3,0,16,6,2,5000,1,1,491294.687117,173174.894382
22179,267500000,26750000001,1,0,8,5,0,0,1,3,489856.90261099994,151843.76186
22180,267530000,26753000001,1,1,11,6,0,34000,1,1,477635.73431,154839.707438
22181,267640000,26764000002,2,1,13,6,2,30000,1,1,476557.39593,152442.950975
22182,267640001,26764000102,2,1,13,6,2,30000,1,1,484225.57996199996,154959.545262
22183,267640000,26764000001,2,0,14,6,2,87000,1,1,476557.39593,152442.950975
22184,267640001,26764000101,2,0,14,6,2,87000,1,1,484225.57996199996,154959.545262
22185,267660000,26766000001,2,1,16,11,4,22000,1,3,457746.38197700004,145372.519409
22186,267660001,26766000101,2,1,16,11,4,22000,1,3,484225.57996199996,173294.732205
22187,267660002,26766000201,2,1,16,11,4,22000,1,3,472723.30391400005,142616.249476
22188,267660003,26766000301,2,1,16,11,4,22000,1,3,485663.364468,146091.546348
22189,267660004,26766000401,2,1,16,11,4,22000,1,3,459423.797234,149087.491927
22190,267660000,26766000002,2,0,13,11,4,119000,1,1,457746.38197700004,145372.519409
22191,267660001,26766000102,2,0,13,11,4,119000,1,1,484225.57996199996,173294.732205
22192,267660002,26766000202,2,0,13,11,4,119000,1,1,472723.30391400005,142616.249476
22193,267660003,26766000302,2,0,13,11,4,119000,1,1,485663.364468,146091.546348
22194,267660004,26766000402,2,0,13,11,4,119000,1,1,459423.797234,149087.491927
22195,267740000,26774000001,1,1,14,10,1,49000,1,1,469128.842649,138062.412196
22196,267940000,26794000001,1,0,13,6,0,0,1,3,481350.01095,153042.140091
22197,268280000,26828000001,2,0,16,11,2,201000,1,1,463976.78150299995,145013.00594
22198,268280000,26828000002,2,1,16,11,2,130000,1,1,463976.78150299995,145013.00594
22199,268300000,26830000001,1,1,15,11,1,42000,1,1,495248.594508,160472.085127
22200,268510000,26851000001,1,0,22,7,0,0,1,3,490455.979488,162509.328121
22201,268730000,26873000001,1,0,16,6,3,110000,1,1,486502.072097,145372.519409
22202,268730001,26873000101,1,0,16,6,3,110000,1,1,462299.366246,141537.709068
22203,268730002,26873000201,1,0,16,6,3,110000,1,1,457386.93585,134467.277502
22204,268740000,26874000001,2,1,8,10,2,0,2,3,473202.56541599997,147050.248933
22205,268740001,26874000101,2,1,8,10,2,0,2,3,459903.058736,152442.950975
22206,268740002,26874000201,2,1,8,10,2,0,2,3,482068.90320299997,151244.572744
22207,268740000,26874000002,2,0,8,10,2,18000,2,1,473202.56541599997,147050.248933
22208,268740001,26874000102,2,0,8,10,2,18000,2,1,459903.058736,152442.950975
22209,268740002,26874000202,2,0,8,10,2,18000,2,1,482068.90320299997,151244.572744
22210,268760000,26876000001,2,0,10,10,2,100000,1,1,481469.82632600004,152922.302268
22211,268760001,26876000101,2,0,10,10,2,100000,1,1,461700.28936800006,146211.384171
22212,268760002,26876000201,2,0,10,10,2,100000,1,1,504833.82454799995,170538.462272
22213,268760003,26876000301,2,0,10,10,2,100000,1,1,459543.612609,145612.195055
22214,268760004,26876000401,2,0,10,10,2,100000,1,1,457866.19735200005,132909.385801
22215,268760005,26876000501,2,0,10,10,2,100000,1,1,496207.11751199997,151963.59968299998
22216,268760006,26876000601,2,0,10,10,2,100000,1,1,455709.52059300005,136145.007026
22217,268760007,26876000701,2,0,10,10,2,100000,1,1,472004.411661,141178.195598
22218,268760008,26876000801,2,0,10,10,2,100000,1,1,481829.27245200006,153641.329207
22219,268760000,26876000002,2,1,9,10,2,40000,1,1,481469.82632600004,152922.302268
22220,268760001,26876000102,2,1,9,10,2,40000,1,1,461700.28936800006,146211.384171
22221,268760002,26876000202,2,1,9,10,2,40000,1,1,504833.82454799995,170538.462272
22222,268760003,26876000302,2,1,9,10,2,40000,1,1,459543.612609,145612.195055
22223,268760004,26876000402,2,1,9,10,2,40000,1,1,457866.19735200005,132909.385801
22224,268760005,26876000502,2,1,9,10,2,40000,1,1,496207.11751199997,151963.59968299998
22225,268760006,26876000602,2,1,9,10,2,40000,1,1,455709.52059300005,136145.007026
22226,268760007,26876000702,2,1,9,10,2,40000,1,1,472004.411661,141178.195598
22227,268760008,26876000802,2,1,9,10,2,40000,1,1,481829.27245200006,153641.329207
22228,269170000,26917000001,2,1,15,11,2,12000,1,1,504354.563046,165385.435876
22229,269170001,26917000101,2,1,15,11,2,12000,1,1,485543.549093,169699.59751
22230,269170002,26917000201,2,1,15,11,2,12000,1,1,456548.228222,136384.682672
22231,269170003,26917000301,2,1,15,11,2,12000,1,1,490336.16411300004,159393.54471800002
22232,269170000,26917000002,2,0,17,11,2,122000,1,1,504354.563046,165385.435876
22233,269170001,26917000102,2,0,17,11,2,122000,1,1,485543.549093,169699.59751
22234,269170002,26917000202,2,0,17,11,2,122000,1,1,456548.228222,136384.682672
22235,269170003,26917000302,2,0,17,11,2,122000,1,1,490336.16411300004,159393.54471800002
22236,269200000,26920000001,1,0,11,11,1,70000,1,1,488419.118105,162629.165944
22237,269200001,26920000101,1,0,11,11,1,70000,1,1,498124.16352,176889.86689900002
22238,269310000,26931000002,2,0,12,11,1,120000,1,1,494050.440753,171976.51615
22239,269310000,26931000001,2,1,9,11,1,125000,1,1,494050.440753,171976.51615
22240,269330000,26933000001,2,0,8,10,1,50000,1,1,477396.103559,153281.815737
22241,269330000,26933000002,2,1,8,10,1,0,1,2,477396.103559,153281.815737
22242,269350000,26935000001,2,1,18,11,2,0,1,3,479313.149567,154600.031792
22243,269350001,26935000101,2,1,18,11,2,0,1,3,489737.08723500004,151843.76186
22244,269350002,26935000201,2,1,18,11,2,0,1,3,456907.674348,137343.385257
22245,269350003,26935000301,2,1,18,11,2,0,1,3,495847.67138599994,157356.301725
22246,269350000,26935000002,2,0,19,11,2,0,1,3,479313.149567,154600.031792
22247,269350001,26935000102,2,0,19,11,2,0,1,3,489737.08723500004,151843.76186
22248,269350002,26935000202,2,0,19,11,2,0,1,3,456907.674348,137343.385257
22249,269350003,26935000302,2,0,19,11,2,0,1,3,495847.67138599994,157356.301725
22250,269380000,26938000001,1,0,19,4,1,0,1,3,486502.072097,145013.00594
22251,269380001,26938000101,1,0,19,4,1,0,1,3,487460.59510100004,174972.461729
22252,269380002,26938000201,1,0,19,4,1,0,1,3,473322.380792,145732.032878
22253,269460000,26946000001,1,1,13,6,0,0,2,3,460502.135613,145132.843763
22254,269470000,26947000001,1,0,14,11,4,150000,1,1,493690.99462700007,173055.05655799998
22255,269470001,26947000101,1,0,14,11,4,150000,1,1,475598.87292600004,142136.898184
22256,269470002,26947000201,1,0,14,11,4,150000,1,1,475958.31905299996,143694.78988499998
22257,269480000,26948000001,1,0,16,7,1,2400,1,3,494529.702255,175571.650845
22258,269490000,26949000001,2,0,18,6,2,0,1,3,480151.857195,152203.275329
22259,269490001,26949000101,2,0,18,6,2,0,1,3,472363.857788,144413.816824
22260,269490000,26949000002,2,1,20,6,2,2180,1,3,480151.857195,152203.275329
22261,269490001,26949000102,2,1,20,6,2,2180,1,3,472363.857788,144413.816824
22262,269550000,26955000001,1,0,13,6,1,23000,1,1,459663.427985,146810.57328699998
22263,269770000,26977000002,2,0,17,10,4,23000,1,1,455829.33596899995,134706.953148
22264,269770000,26977000001,2,1,17,6,4,0,1,3,455829.33596899995,134706.953148
22265,269890000,26989000002,3,0,16,6,4,92000,1,3,465774.012135,144653.49247
22266,269890001,26989000102,3,0,16,6,4,92000,1,3,472723.30391400005,141777.384714
22267,269890002,26989000202,3,0,16,6,4,92000,1,3,455829.33596899995,142136.898184
22268,269890000,26989000003,3,1,8,6,4,41500,1,1,465774.012135,144653.49247
22269,269890001,26989000103,3,1,8,6,4,41500,1,1,472723.30391400005,141777.384714
22270,269890002,26989000203,3,1,8,6,4,41500,1,1,455829.33596899995,142136.898184
22271,269890000,26989000001,3,1,14,6,4,28900,1,3,465774.012135,144653.49247
22272,269890001,26989000101,3,1,14,6,4,28900,1,3,472723.30391400005,141777.384714
22273,269890002,26989000201,3,1,14,6,4,28900,1,3,455829.33596899995,142136.898184
22274,270010000,27001000001,1,1,18,8,1,0,1,3,480990.564824,152922.302268
22275,270120000,27012000001,1,0,9,10,2,100000,1,1,471165.704033,137343.385257
22276,270120001,27012000101,1,0,9,10,2,100000,1,1,457626.566601,133268.89927
22277,270120002,27012000201,1,0,9,10,2,100000,1,1,480511.303322,156757.112609
22278,270210000,27021000002,2,0,12,11,3,506000,1,1,475479.05755100003,142616.249476
22279,270210000,27021000001,2,1,12,10,3,38000,1,1,475479.05755100003,142616.249476
22280,270390000,27039000001,1,1,17,6,0,30000,1,1,496087.30213699996,168980.570571
22281,270490000,27049000001,1,1,18,4,0,0,1,3,480391.487946,152442.950975
22282,270640000,27064000001,1,0,15,6,3,0,1,3,492612.65624700004,174732.78608299998
22283,270640001,27064000101,1,0,15,6,3,0,1,3,458824.72035600006,138901.276958
22284,270640002,27064000201,1,0,15,6,3,0,1,3,498962.87114899996,177369.218192
22285,270640003,27064000301,1,0,15,6,3,0,1,3,472483.673163,141178.195598
22286,270640004,27064000401,1,0,15,6,3,0,1,3,469128.842649,143215.43859200002
22287,270640005,27064000501,1,0,15,6,3,0,1,3,495608.04063500004,175212.137375
22288,270710000,27071000002,2,1,16,11,2,55000,1,1,489856.90261099994,174852.623906
22289,270710000,27071000001,2,0,21,6,2,0,1,3,489856.90261099994,174852.623906
22290,270910000,27091000001,2,0,15,6,2,50000,1,1,464096.59687799995,139500.466074
22291,270910001,27091000101,2,0,15,6,2,50000,1,1,480870.74944799993,169699.59751
22292,270910000,27091000002,2,1,14,6,2,46300,1,1,464096.59687799995,139500.466074
22293,270910001,27091000102,2,1,14,6,2,46300,1,1,480870.74944799993,169699.59751
22294,270950000,27095000001,1,0,16,6,1,36000,1,1,480032.04182,160591.92295
22295,271050000,27105000001,1,1,20,6,1,0,1,3,487939.85660299996,171017.81356500002
22296,271150000,27115000001,1,0,15,10,0,0,1,3,471644.965535,140938.519952
22297,271180000,27118000001,2,0,6,7,2,13000,2,3,456907.674348,139021.114782
22298,271180000,27118000002,2,0,5,8,2,15000,2,3,456907.674348,139021.114782
22299,271210000,27121000001,1,0,2,2,0,0,2,0,482188.718579,151364.410567
22300,271210001,27121000101,1,0,2,2,0,0,2,0,480271.672571,159273.706895
22301,271210002,27121000201,1,0,2,2,0,0,2,0,463856.96612700005,139859.979544
22302,271210003,27121000301,1,0,2,2,0,0,2,0,477396.103559,153281.815737
22303,271210004,27121000401,1,0,2,2,0,0,2,0,467211.79664099996,144773.330293
22304,271210005,27121000501,1,0,2,2,0,0,2,0,460142.689487,142975.762946
22305,271210006,27121000601,1,0,2,2,0,0,2,0,475598.87292600004,142017.06036099998
22306,271210007,27121000701,1,0,2,2,0,0,2,0,460741.76636400004,145732.032878
22307,271250000,27125000001,2,0,12,6,1,143000,1,1,483267.056958,157236.463902
22308,271250000,27125000002,2,0,5,6,1,20800,1,1,483267.056958,157236.463902
22309,271390000,27139000001,1,1,22,3,1,0,1,3,503036.593916,171856.678327
22310,271390001,27139000101,1,1,22,3,1,0,1,3,460981.39711499994,144054.303354
22311,271390002,27139000201,1,1,22,3,1,0,1,3,480032.04182,143814.62770799999
22312,271390003,27139000301,1,1,22,3,1,0,1,3,496087.30213699996,168980.570571
22313,271390004,27139000401,1,1,22,3,1,0,1,3,484105.764587,155319.058731
22314,271390005,27139000501,1,1,22,3,1,0,1,3,459783.24336,140579.006483
